Geneid	1AS	1AW	1BS	1BW	1CS	1CW	1DS	1DW	2AS	2AW	2BS	2BW	2CS	2CW	2DS	2DW	3AS	3AW	3BS	3BW	3CS	3CW	3DS	3DW
evm.model.scf7180000355894.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.15	6	28	11	0	0	0	0	0	74	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.6	4	38	20	0	0	0	0	0	103	0	0	0	0	57	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000355894.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.18	19	152	29	0	0	0	0	0	337	0	0	0	0	206	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355894.20	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.31	76	508	190	0	0	0	0	0	1329	0	0	0	0	660	0	0	0	0	0	0	0	0	13	0
evm.model.scf7180000355894.13	26	184	73	0	0	0	0	0	469	0	0	0	0	265	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000355894.19	3	13	0	0	0	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.32	22	54	34	0	0	0	0	0	196	0	0	0	0	67	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000355894.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355894.17	66	593	139	0	0	0	0	0	1023	0	0	0	0	719	0	0	0	0	0	1	0	0	9	0
evm.model.scf7180000355894.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355173.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355173.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355173.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354745.5	6	26	15	0	0	0	0	0	113	0	0	0	0	22	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000354745.4	20	161	31	0	0	0	0	0	308	0	0	0	0	137	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000354745.1	56	193	105	0	0	0	0	0	978	0	0	0	0	120	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000354745.3	26	258	96	0	0	0	0	0	608	0	0	0	0	205	0	0	0	0	0	1	0	0	2	0
evm.model.scf7180000354745.6	7	25	11	0	0	0	0	0	68	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354745.2	17	57	15	0	0	0	0	0	137	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000349851.2	5	36	11	0	0	0	0	0	73	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349851.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349851.4	3	36	18	0	0	0	0	0	75	0	0	0	0	44	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000349851.3	3	77	16	0	0	0	0	0	113	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349851.1	3	12	3	0	0	0	0	0	51	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349851.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349851.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354317.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354317.2	39	585	153	0	0	0	0	0	1023	0	0	0	0	475	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000354317.3	30	204	37	0	0	0	0	0	458	0	0	0	0	248	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000354317.1	29	217	66	0	0	0	0	0	506	0	0	0	0	221	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000354317.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354317.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354317.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354163.4	54	492	158	0	0	0	0	0	1153	0	0	0	0	645	0	0	0	0	0	1	0	0	10	0
evm.model.scf7180000354163.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354163.3	7	109	27	0	0	0	0	0	272	0	0	0	0	106	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000354546.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354546.2	30	157	51	0	0	0	0	0	399	0	0	0	0	244	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000354546.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354546.1	22	221	62	0	0	0	0	0	495	0	0	0	0	215	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000353646.30	166	1353	340	0	0	0	0	0	2693	0	0	0	0	1832	0	0	0	0	0	0	0	0	24	0
evm.model.scf7180000353646.17	33	241	55	0	0	0	0	0	508	0	0	0	0	206	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000353646.35	17	119	30	0	0	0	0	0	244	0	0	0	0	124	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000353646.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.26	62	676	160	0	0	0	0	0	1343	0	0	0	0	821	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000353646.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.18	90	512	144	0	0	0	0	0	1215	0	0	0	0	565	0	0	0	0	0	0	0	0	14	0
evm.model.scf7180000353646.24	24	182	51	0	0	0	0	0	369	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.2	1	37	24	0	0	0	0	0	111	0	0	0	0	45	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000353646.64	19	151	36	0	0	0	0	0	299	0	0	0	0	151	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353646.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.36	67	536	140	0	0	0	0	0	1184	0	0	0	0	750	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000353646.15	93	262	102	0	0	0	0	0	620	0	0	0	0	258	0	0	0	0	0	0	0	0	14	0
evm.model.scf7180000353646.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.62	4	15	9	0	0	0	0	0	47	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.4	5	43	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.31	215	1476	431	0	0	0	0	0	3543	0	0	0	0	1841	0	0	0	0	0	3	0	0	33	0
evm.model.scf7180000353646.13	0	6	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.25	0	6	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.33	8	44	13	0	0	0	0	0	169	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.21	3	31	20	0	0	0	0	0	93	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.14	122	1095	232	0	0	0	0	0	2024	0	0	0	0	782	0	0	0	1	0	1	0	0	31	0
evm.model.scf7180000353646.3	17	188	56	0	0	0	0	0	368	0	0	0	0	188	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353646.8	63	404	109	0	0	0	0	0	924	0	0	0	1	541	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000353646.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.16	22	116	35	0	0	0	0	0	238	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.38	31	259	47	0	0	0	0	0	614	0	0	0	0	481	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353646.5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.19	213	1759	302	0	0	0	0	0	2428	0	0	0	0	2387	0	0	0	0	0	1	0	0	16	0
evm.model.scf7180000353646.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.58	12	61	18	0	0	0	0	0	107	0	0	0	0	58	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353646.37	1	29	7	0	0	0	0	0	87	0	0	0	0	43	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353646.23	29	320	89	0	0	0	0	0	693	0	0	0	0	303	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353646.52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.9	27	119	46	0	0	0	0	0	364	0	0	0	0	101	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000353646.34	2	31	16	0	0	0	0	0	60	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.39	26	157	49	0	0	0	0	0	364	0	0	0	0	138	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000353646.32	22	171	55	0	0	0	0	0	487	0	0	0	0	241	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000353646.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353646.55	12	56	24	0	0	0	0	0	160	0	0	0	0	78	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353646.1	27	203	52	0	0	0	0	0	612	0	0	0	0	195	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000353646.10_evm.model.scf7180000353646.11	389	2479	681	0	0	0	0	0	5146	0	0	0	0	3440	0	0	0	2	0	0	0	0	28	0
evm.model.scf7180000353646.7	14	88	32	0	0	0	0	0	209	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354959.1	9	71	13	0	0	0	0	0	207	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356583.2	35	150	89	0	0	0	0	0	435	0	0	0	0	393	0	0	0	0	0	1	0	0	15	0
evm.model.scf7180000356583.4	31	164	41	0	0	0	0	0	357	0	0	0	0	201	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356583.3	7	27	16	0	0	0	0	0	74	0	0	0	0	60	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356583.1	37	250	74	0	0	0	0	0	566	0	0	0	0	376	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000356583.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356071.3	11	104	22	0	0	0	0	0	222	0	0	0	0	131	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356071.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356071.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356071.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356071.2	179	1441	241	0	0	0	0	0	2288	0	0	0	0	1684	0	0	0	0	0	0	0	0	15	0
evm.model.scf7180000356071.7	13	205	34	0	0	0	0	0	115	0	0	0	0	110	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356071.1	11	135	29	0	0	0	0	0	262	0	0	0	0	158	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000354800.4	2	20	12	0	0	0	0	0	75	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354800.1	13	59	16	0	0	0	0	0	118	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354800.5	18	154	51	0	0	0	0	0	336	0	0	0	0	196	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000357050.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357050.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357050.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355695.9	12	50	29	0	0	0	0	0	333	0	0	0	0	89	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000355695.2	211	1432	417	0	0	0	0	0	3132	0	0	0	0	1627	0	0	0	0	0	0	0	0	42	0
evm.model.scf7180000355695.10	11	28	14	0	0	0	0	0	129	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355695.1	2	40	14	0	0	0	0	0	73	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355695.8	111	607	210	0	0	0	0	0	2254	0	0	0	0	889	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000355695.4	6	10	2	0	0	0	0	0	25	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355695.6	0	6	1	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355695.7_evm.model.scf7180000355695.3	71	416	134	0	0	0	0	0	937	0	0	0	0	609	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000355695.5	0	4	0	0	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000346014.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000346014.8	0	8	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000346014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000346014.5	4	38	9	0	0	0	0	0	54	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000346014.6	27	254	72	0	0	0	0	0	577	0	0	0	0	315	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000346014.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000346014.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000347488.1	23	164	46	0	0	0	0	0	353	0	0	0	0	180	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000347488.2	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000347488.3	10	94	31	0	0	0	0	0	158	0	0	0	0	82	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000351010.1	9	117	41	0	0	0	0	0	234	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349665.3	2	20	3	0	0	0	0	0	29	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000349665.2	11	89	25	0	0	0	0	0	128	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349665.1	9	27	12	0	0	0	0	0	103	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355276.4	134	734	323	0	0	0	0	0	2250	0	0	0	0	1094	0	0	0	0	0	0	0	0	24	0
evm.model.scf7180000355276.2	3	10	2	0	0	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355276.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355276.1	1	18	4	0	0	0	0	0	38	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355276.8	518	2291	943	0	0	0	0	0	8672	0	0	0	0	3387	0	0	0	0	0	0	0	0	64	0
evm.model.scf7180000355276.3	27	314	102	0	0	0	0	0	947	0	0	0	0	339	0	0	0	0	0	0	0	0	14	0
evm.model.scf7180000350151.7	47	336	84	0	0	0	0	0	677	0	0	0	0	374	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000350151.10	75	571	152	0	0	0	0	0	1200	0	0	0	0	706	0	0	0	0	0	2	0	0	9	0
evm.model.scf7180000350151.1	29	183	65	0	0	0	0	0	485	0	0	0	0	190	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000350151.4	0	9	5	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350151.19	4	27	7	0	0	0	0	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350151.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350151.8	42	192	52	0	0	0	0	0	510	0	0	0	0	177	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000350151.20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350151.3	174	1481	344	0	0	0	0	0	2834	0	0	0	0	1693	0	0	0	0	0	0	0	0	42	0
evm.model.scf7180000350151.5	85	564	192	0	0	0	0	0	1340	0	0	0	0	692	0	0	0	0	0	1	0	0	7	0
evm.model.scf7180000350151.14	88	386	168	0	0	0	0	0	1193	0	0	0	0	362	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000350151.6	8	107	29	0	0	0	0	0	214	0	0	0	0	77	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000350151.2	143	1202	333	0	0	0	0	0	2287	0	0	0	0	1492	0	0	0	0	0	1	0	0	18	0
evm.model.scf7180000350151.15	42	254	73	0	0	0	0	0	488	0	0	0	0	353	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000350151.11	2	10	5	0	0	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350439.1	3	16	2	0	0	0	0	0	35	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350439.3	9	94	27	0	0	0	0	0	265	0	0	0	0	104	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000350439.5	0	2	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000350439.2	18	42	15	0	0	0	0	0	161	0	0	0	0	30	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000350439.4	1	44	18	0	0	0	0	0	126	0	0	0	0	49	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357538.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.28	1	15	1	0	0	0	0	0	15	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.29	8	35	12	0	0	0	0	0	136	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.35	7	82	40	0	0	0	0	0	185	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000357538.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.1	16	46	12	0	0	0	0	0	152	0	0	0	0	62	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000357538.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.16	42	337	93	0	0	0	0	0	916	0	0	0	0	440	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000357538.25	25	232	54	0	0	0	0	0	376	0	0	0	0	249	0	0	0	0	0	1	0	0	5	0
evm.model.scf7180000357538.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.20	6	43	4	0	0	0	0	0	100	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.31	5	14	23	0	0	0	0	0	62	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.12	49	261	121	0	0	0	0	0	804	0	0	0	0	360	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000357538.33	25	199	61	0	0	0	0	0	468	0	0	0	0	129	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000357538.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.2	3	23	2	0	0	0	0	0	41	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.13	10	44	7	0	0	0	0	0	128	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357538.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357538.23	32	193	65	0	0	0	0	0	403	0	0	0	0	262	0	0	0	0	0	1	0	0	4	0
evm.model.scf7180000356746.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356746.4	17	213	72	0	0	0	0	0	453	0	0	0	0	288	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356746.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356746.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356746.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356746.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.27	44	392	62	0	0	0	0	0	676	0	0	0	0	414	0	0	0	0	0	0	0	0	21	0
evm.model.scf7180000357325.24	35	232	68	0	0	0	0	0	531	0	0	0	0	284	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357325.10	130	824	295	0	0	0	0	0	2278	0	0	0	0	1361	0	0	0	0	0	0	0	0	19	0
evm.model.scf7180000357325.2	0	149	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.17	8	30	15	0	0	0	0	0	106	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357325.26	16	204	62	0	0	0	0	0	428	0	0	0	0	287	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000357325.21	81	497	129	0	0	0	0	0	1135	0	0	0	0	643	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000357325.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.12	6	72	23	0	0	0	0	0	157	0	0	0	0	100	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357325.19	21	181	32	0	0	0	0	0	295	0	0	0	0	175	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000357325.13	60	573	220	0	0	0	0	0	1271	0	0	0	0	881	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000357325.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.23	265	1642	560	0	0	0	0	0	3997	0	0	0	0	1625	0	0	0	0	0	0	0	0	43	0
evm.model.scf7180000357325.18	76	411	116	0	0	0	0	0	768	0	0	0	0	448	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000357325.1	2	15	3	0	0	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.11	36	219	57	0	0	0	0	0	463	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.20	15	98	37	0	0	0	0	0	339	0	0	0	0	112	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357325.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357325.16	10	74	14	0	0	0	0	0	196	0	0	0	0	50	0	0	0	0	0	0	0	0	1	0
