Geneid	1AS	1AW	1BS	1BW	1CS	1CW	1DS	1DW	2AS	2AW	2BS	2BW	2CS	2CW	2DS	2DW	3AS	3AW	3BS	3BW	3CS	3CW	3DS	3DW
evm.model.scf7180000356923.7	29	153	33	0	0	0	0	0	384	0	0	0	0	173	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356923.56	59	528	118	0	0	0	0	0	830	0	0	0	0	583	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000356923.22	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.122	49	335	144	0	0	0	0	0	862	0	0	0	0	120	0	0	0	0	0	0	0	0	17	0
evm.model.scf7180000356923.81	2	5	11	0	0	0	0	0	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.111	21	192	61	0	0	0	0	0	371	0	0	0	0	267	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.79	63	491	102	0	0	0	0	0	838	0	0	0	0	567	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.27	0	2	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.19	11	157	35	0	0	0	0	0	299	0	0	0	0	156	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.60	12	41	11	0	0	0	0	0	126	0	0	0	0	44	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.48	7	52	12	0	0	0	0	0	108	0	0	0	0	76	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356923.6	14	57	20	0	0	0	0	0	129	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.41	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.62	4	33	12	0	0	0	0	0	89	0	0	0	0	29	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356923.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.99	294	2233	529	0	0	0	0	0	4604	0	0	0	0	2962	0	0	0	0	0	0	0	0	23	0
evm.model.scf7180000356923.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.129	82	706	188	0	0	0	0	0	1483	0	0	0	0	631	0	0	0	0	0	1	0	0	5	0
evm.model.scf7180000356923.105	12	44	14	0	0	0	0	0	124	0	0	0	0	54	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.93	11	62	16	0	0	0	0	0	187	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.44	58	287	82	0	0	0	0	0	558	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.34	18	74	29	0	0	0	0	0	260	0	0	0	0	155	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.8	3	12	8	0	0	0	0	0	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.61	13	98	24	0	0	0	0	0	228	0	0	0	0	104	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000356923.124	17	52	34	0	0	0	0	0	212	0	0	0	0	34	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356923.28	17	356	82	0	0	0	0	0	677	0	0	0	0	391	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.127	69	418	157	0	0	0	0	0	1164	0	0	0	0	479	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356923.33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.126	58	341	113	0	0	0	0	0	863	0	0	0	0	408	0	0	0	0	0	1	0	0	5	0
evm.model.scf7180000356923.83	32	281	75	0	0	0	0	0	515	0	0	0	0	228	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356923.101	32	201	79	0	0	0	0	0	577	0	0	0	0	204	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356923.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.121	0	22	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.59	63	412	129	0	0	0	0	0	1135	0	0	0	0	621	0	0	0	0	0	0	0	0	13	0
evm.model.scf7180000356923.46	4	15	3	0	0	0	0	0	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.92	7	14	6	0	0	0	0	0	61	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.69	23	160	23	0	0	0	0	0	207	0	0	0	0	67	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356923.88	70	407	152	0	0	0	0	0	1209	0	0	0	0	685	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000356923.71	71	483	149	0	0	0	0	0	950	0	0	0	0	687	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356923.87	137	872	237	0	0	0	0	0	2054	0	0	0	0	1085	0	0	0	0	0	0	0	0	18	0
evm.model.scf7180000356923.4	68	521	177	0	0	0	0	0	1320	0	0	0	0	619	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000356923.54	0	14	5	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.5	50	404	98	0	0	0	0	0	722	0	0	0	0	535	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356923.114	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.18	33	241	65	0	0	0	0	0	436	0	0	0	0	281	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.3	41	318	133	0	0	0	0	0	722	0	0	0	0	448	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356923.32	16	125	28	0	0	0	0	0	198	0	0	0	0	171	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.102	55	270	80	0	0	0	0	0	781	0	0	0	0	383	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356923.119	10	50	24	0	0	0	0	0	148	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.96	172	546	317	0	0	0	0	0	2221	0	0	0	0	465	0	0	0	0	0	0	0	0	18	0
evm.model.scf7180000356923.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.63	35	241	45	0	0	0	0	0	393	0	0	0	0	279	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356923.84	3	23	14	0	0	0	0	0	46	0	0	0	0	38	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.109	0	14	0	0	0	0	0	0	23	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.24	75	446	100	0	0	0	0	0	933	0	0	0	0	571	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000356923.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.57	4	29	7	0	0	0	0	0	110	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.130	25	231	55	0	0	0	0	0	410	0	0	0	0	193	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.21	8	27	8	0	0	0	0	0	46	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.97	51	193	71	0	0	0	0	0	714	0	0	0	0	179	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.16	108	1172	309	0	0	0	0	0	2186	0	1	0	0	1328	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000356923.100	36	376	87	0	0	0	0	0	785	0	0	0	0	504	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000356923.52	1	9	8	0	0	0	0	0	40	0	0	0	0	27	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356923.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.80	117	678	256	0	0	0	0	0	1651	0	0	0	1	479	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000356923.55	25	179	45	0	0	0	0	0	328	0	0	0	0	197	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.15	0	6	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.65	17	137	62	0	0	0	0	0	308	0	0	0	0	140	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356923.25	47	193	104	0	0	0	0	0	603	0	0	0	0	107	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356923.47	9	62	15	0	0	0	0	0	230	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.68	48	544	128	0	0	0	0	0	831	0	0	0	0	301	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000356923.58	3	59	7	0	0	0	0	0	104	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.43	32	135	42	0	0	0	0	0	609	0	0	0	0	400	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356923.104	12	94	23	0	0	0	0	0	203	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356923.45	23	114	37	0	0	0	0	0	343	0	0	0	0	112	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000356923.64	169	1082	306	0	0	0	0	0	2420	0	0	0	0	1536	0	0	0	0	0	0	0	0	16	0
evm.model.scf7180000354148.10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354148.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354148.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354148.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354148.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349129.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349129.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000349129.6	42	126	72	0	0	0	0	0	630	0	0	0	0	97	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000354103.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354103.2	0	9	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354103.1	54	228	77	0	0	0	0	0	625	0	0	0	0	149	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000353968.1	161	1179	402	0	0	0	0	0	2969	0	0	0	0	1984	0	0	0	0	0	1	0	0	26	0
evm.model.scf7180000353968.8	75	572	163	0	0	0	0	0	1479	0	0	0	0	702	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000353968.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353968.4	10	56	24	0	0	0	0	0	114	0	0	0	0	97	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353968.3	31	390	89	0	0	0	0	0	708	0	0	0	0	351	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353968.2	1	14	8	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353968.9	6	60	13	0	0	0	0	0	148	0	0	0	0	86	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356202.7	2	28	16	0	0	0	0	0	98	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356202.11	27	231	64	0	0	0	0	0	505	0	0	0	0	240	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000356202.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356202.8	51	350	117	0	0	0	0	0	685	0	0	0	0	432	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000356202.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356202.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356202.6	72	405	124	0	0	0	0	0	1089	0	0	0	0	483	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000356202.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356202.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.1	7	47	21	0	0	0	0	0	98	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.17	21	162	50	0	0	0	0	0	486	0	0	0	0	181	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353930.13	40	392	87	0	0	0	0	0	830	0	0	0	0	342	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000353930.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.3	14	76	27	0	0	0	0	0	260	0	0	0	0	128	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353930.6	71	494	140	0	0	0	0	0	986	0	0	0	0	498	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000353930.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.4	3	23	4	0	0	0	0	0	46	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353930.22	172	636	315	0	0	0	0	0	1697	0	0	0	0	425	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000353930.5	16	125	19	0	0	0	0	0	207	0	0	0	0	110	0	0	0	0	0	1	0	0	3	0
evm.model.scf7180000353930.25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.8	50	408	114	0	0	0	0	0	918	0	0	0	0	489	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353930.14	5	18	6	0	0	0	0	0	56	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.2	198	874	285	0	0	0	2	0	2407	0	0	0	0	944	0	0	0	0	0	0	0	0	26	0
evm.model.scf7180000353930.16	19	134	31	0	0	0	0	0	295	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.15	65	358	109	0	0	0	0	0	889	0	0	0	0	364	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000353930.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.9	0	14	3	0	0	0	0	0	38	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353930.7	14	94	30	0	0	0	0	0	217	0	0	0	0	113	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357152.3	9	58	17	0	0	0	0	0	154	0	0	0	0	65	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000357152.2	13	119	37	0	0	0	0	0	279	0	0	0	0	125	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000357152.1	4	42	6	0	0	0	0	0	62	0	0	0	0	40	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353127.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353127.5	0	0	0	1	2	1	0	0	0	2	0	1	0	0	2	0	1	4	1	2	0	1	2	5
evm.model.scf7180000353127.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353127.6_evm.model.scf7180000353127.7	335	91	183	298	343	361	407	376	4	390	296	313	292	138	279	319	447	405	645	279	371	454	320	280
evm.model.scf7180000356940.1	24	183	77	0	0	0	0	0	432	0	0	0	0	129	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356940.54	17	181	40	0	0	0	0	0	333	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.35	26	156	47	0	0	0	0	0	372	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.36	50	452	107	0	0	0	0	0	765	0	0	0	0	777	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000356940.51	23	206	41	0	0	0	0	0	303	0	0	0	0	252	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356940.12	62	369	102	0	0	0	0	0	796	0	0	0	0	455	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000356940.18	5	35	11	0	0	0	0	0	46	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.39	10	104	24	0	0	0	0	0	235	0	0	0	0	103	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356940.23	43	187	52	0	0	0	0	0	432	0	0	0	0	197	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356940.4	17	59	20	0	0	0	0	0	182	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.22	89	680	235	0	0	0	0	0	1777	0	0	0	0	1301	0	0	0	3	0	0	0	0	19	0
evm.model.scf7180000356940.17	56	539	132	0	0	0	0	0	1026	0	0	0	0	625	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356940.11	0	48	15	0	0	0	0	0	47	0	0	0	0	17	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356940.53	59	421	88	0	0	0	0	0	824	0	0	0	0	424	0	0	0	0	0	2	0	0	6	0
evm.model.scf7180000356940.50	55	274	73	0	0	0	0	0	723	0	0	0	0	449	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000356940.27	1	20	7	0	0	0	0	0	51	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356940.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.29	32	335	110	0	0	0	0	0	669	0	0	0	0	304	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356940.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.56	88	680	154	0	0	0	0	0	1267	0	0	0	0	862	0	0	0	0	0	1	0	0	16	0
evm.model.scf7180000356940.44	46	336	101	0	0	0	0	0	695	0	0	0	0	445	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356940.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.24	12	132	27	0	0	0	0	0	219	0	0	0	0	118	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356940.19	6	37	17	0	0	0	0	0	72	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.52	24	141	20	0	0	0	0	0	300	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.9	5	25	1	0	0	0	0	0	66	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.38	114	614	171	0	0	0	0	0	1281	0	0	0	0	802	0	0	0	0	0	0	0	0	14	0
evm.model.scf7180000356940.25	32	337	86	0	0	0	0	0	781	0	0	0	0	499	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000356940.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.45	17	113	26	0	0	0	0	0	265	0	0	0	0	140	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356940.16	27	139	38	0	0	0	0	0	335	0	0	0	0	169	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000356940.10	24	99	46	0	0	0	0	0	241	0	0	0	0	122	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000356940.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.28	2	42	16	0	0	0	0	0	61	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.3	34	193	74	0	0	0	0	0	486	0	0	0	0	286	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000356940.55	1	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.37	2	26	15	0	0	0	0	0	74	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.20	5	40	13	0	0	0	0	0	83	0	0	0	0	59	0	0	0	0	0	1	0	0	1	0
evm.model.scf7180000356940.13	83	399	162	0	0	0	0	0	1226	0	0	0	0	600	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000356940.34	20	151	23	0	0	0	0	0	257	0	0	0	0	140	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356940.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356940.26	71	469	155	0	0	0	0	0	1195	0	0	0	0	579	0	0	0	0	0	0	0	0	21	0
evm.model.scf7180000356940.21	53	416	105	0	0	0	0	0	894	0	0	0	0	434	0	0	0	0	0	0	0	0	13	0
evm.model.scf7180000348652.4	22	166	47	0	0	0	0	0	357	0	0	0	0	183	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000348652.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000348652.6	54	622	120	0	0	0	0	0	880	0	0	0	0	526	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000348652.5	35	245	64	0	0	0	0	0	541	0	0	0	0	350	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000348652.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000348652.3	27	178	54	0	0	0	0	0	381	0	0	0	0	114	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000348314.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000348314.2	72	457	161	0	0	0	0	0	1163	0	0	0	0	702	0	0	0	0	0	0	0	0	13	0
evm.model.scf7180000348314.1	16	64	17	0	0	0	0	0	211	0	0	0	0	91	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000351114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000351114.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000351114.3	0	10	3	0	0	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000351114.2	0	9	2	0	0	0	0	0	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000347223.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355662.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355662.1	24	115	32	0	0	0	0	0	268	0	0	0	0	183	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355662.2	28	193	30	0	0	0	0	0	375	0	0	0	0	212	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000355662.4	183	1059	290	0	0	0	0	0	2438	0	0	0	0	1372	0	0	0	0	0	0	0	0	43	0
evm.model.scf7180000355662.7	0	11	3	0	0	0	0	0	23	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000354855.1	23	148	22	0	0	0	0	0	175	0	0	0	0	110	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357154.1	0	4	1	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000348856.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000348856.1	1	4	6	0	0	0	0	0	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355445.1	8	50	28	0	0	0	0	0	173	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.21	0	8	1	0	0	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.31	73	440	173	0	0	0	0	0	1197	0	0	0	0	694	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000353769.20	2	9	3	0	0	0	0	0	31	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.33	132	980	249	0	0	0	0	0	1871	0	0	0	0	1335	0	0	0	0	0	1	0	0	29	0
evm.model.scf7180000353769.5	14	167	25	0	0	0	0	0	212	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.14	82	631	169	0	0	0	0	0	1415	0	0	0	0	662	0	0	0	0	0	0	0	0	13	0
evm.model.scf7180000353769.6	0	35	10	0	0	0	0	0	86	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353769.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
