ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust,TERM,ONTOLOGY
GO:0016787,hydrolase activity,3/12,1551/8282,0.3962932663237183,1.4473850998764204,3,1551,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.6776404971574669,hydrolase activity,MF
GO:1903506,GO:1903506,3/12,1552/8282,0.3967259183389924,1.4462357047748606,3,1552,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6776404971574669,NA,NA
GO:2001141,regulation of RNA biosynthetic process,3/12,1555/8282,0.39802374618988956,1.4427964050130395,3,1555,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6776404971574669,regulation of RNA biosynthetic process,BP
GO:0051246,regulation of protein metabolic process,3/12,1563/8282,0.40148360237467917,1.4336895983586921,3,1563,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1,0.6776404971574669,regulation of protein metabolic process,BP
GO:0044425,GO:0044425,4/12,2209/8282,0.4034368625882083,1.375226550578572,4,2209,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.6776404971574669,NA,NA
GO:0080090,regulation of primary metabolic process,5/12,2871/8282,0.40689047790334654,1.3467267532248466,5,2871,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6776404971574669,regulation of primary metabolic process,BP
GO:0065007,biological regulation,9/12,5568/8282,0.4092244560756131,1.4629704071492056,9,5568,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g41254.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6776404971574669,biological regulation,BP
GO:0048519,negative regulation of biological process,5/12,2908/8282,0.41990307519351056,1.3204700136833534,5,2908,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6879263146787301,negative regulation of biological process,BP
GO:0044267,GO:0044267,4/12,2269/8282,0.4262199196972333,1.325559680543125,4,2269,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.6909249224565676,NA,NA
GO:0031323,regulation of cellular metabolic process,5/12,2976/8282,0.44390076431078196,1.2739174327128813,5,2976,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6998772162800602,regulation of cellular metabolic process,BP
