ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust
ko05230,ko05230,3/137,114/5653,0.5257188692560163,1.09012756364783,3,114,Montipora_capitata_HIv3___RNAseq.g44814.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1,0.7038842216386881
ko04270,ko04270,3/137,115/5653,0.5316572312377326,1.0801876359846472,3,115,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1,0.7038842216386881
ko05206,ko05206,5/137,203/5653,0.5502759692019499,1.0173705335037042,5,203,Montipora_capitata_HIv3___TS.g47198.t1/Montipora_capitata_HIv3___RNAseq.g46378.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1/Montipora_capitata_HIv3___RNAseq.g16025.t1,0.710238454099149
ko04080,ko04080,6/137,247/5653,0.5575339869412115,1.002501915855612,6,247,Montipora_capitata_HIv3___TS.g27540.t1/Montipora_capitata_HIv3___RNAseq.g13129.t1/Montipora_capitata_HIv3___TS.g4543.t1/Montipora_capitata_HIv3___RNAseq.g50166.t1/Montipora_capitata_HIv3___RNAseq.g23464.t1/Montipora_capitata_HIv3___RNAseq.g23366.t1,0.710238454099149
ko04020,ko04020,5/137,205/5653,0.5591238893972025,1.0068174512670844,5,205,Montipora_capitata_HIv3___RNAseq.g2796.t1/Montipora_capitata_HIv3___RNAseq.g47210.t1/Montipora_capitata_HIv3___RNAseq.g47211.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1/Montipora_capitata_HIv3___RNAseq.g23464.t1,0.710238454099149
ko04142,ko04142,5/137,207/5653,0.5678868904641945,0.9964752670283479,5,207,Montipora_capitata_HIv3___RNAseq.g29851.t1/Montipora_capitata_HIv3___TS.g23246.t1/Montipora_capitata_HIv3___TS.g46166.t1/Montipora_capitata_HIv3___RNAseq.g42740.t1/Montipora_capitata_HIv3___RNAseq.g44719.t1,0.7117515693817905
ko05202,ko05202,3/137,123/5653,0.577634293593291,1.0067157388479775,3,123,Montipora_capitata_HIv3___RNAseq.g44519.t1/Montipora_capitata_HIv3___TS.g10359.t4b/Montipora_capitata_HIv3___RNAseq.g15140.t1,0.7144424157601231
ko04141,ko04141,4/137,168/5653,0.585960783472614,0.9814812673386246,4,168,Montipora_capitata_HIv3___RNAseq.g15043.t1/Montipora_capitata_HIv3___RNAseq.g15188.t1/Montipora_capitata_HIv3___TS.g47027.t2/Montipora_capitata_HIv3___TS.g20607.t1,0.7153287486548795
ko01100,ko01100,33/137,1415/5653,0.634484173224009,0.9491945213786327,33,1415,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g36845.t1/Montipora_capitata_HIv3___RNAseq.g30230.t1/Montipora_capitata_HIv3___RNAseq.g40427.t1a/Montipora_capitata_HIv3___RNAseq.g36836.t1/Montipora_capitata_HIv3___RNAseq.g44519.t1/Montipora_capitata_HIv3___RNAseq.g3374.t1/Montipora_capitata_HIv3___RNAseq.g37193.t1/Montipora_capitata_HIv3___RNAseq.g50598.t1/Montipora_capitata_HIv3___RNAseq.g27709.t1/Montipora_capitata_HIv3___RNAseq.g44539.t1/Montipora_capitata_HIv3___RNAseq.g9808.t1/Montipora_capitata_HIv3___RNAseq.g46378.t1/Montipora_capitata_HIv3___TS.g28822.t2/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g14515.t1/Montipora_capitata_HIv3___RNAseq.g30993.t1/Montipora_capitata_HIv3___RNAseq.g49841.t1/Montipora_capitata_HIv3___TS.g6904.t1/Montipora_capitata_HIv3___RNAseq.g45417.t1/Montipora_capitata_HIv3___RNAseq.g37645.t1/Montipora_capitata_HIv3___RNAseq.g9918.t1/Montipora_capitata_HIv3___RNAseq.g33449.t1/Montipora_capitata_HIv3___TS.g21293.t1/Montipora_capitata_HIv3___RNAseq.g14956.t1/Montipora_capitata_HIv3___RNAseq.g8867.t2/Montipora_capitata_HIv3___RNAseq.g14960.t1/Montipora_capitata_HIv3___RNAseq.24234_t/Montipora_capitata_HIv3___RNAseq.g18391.t1/Montipora_capitata_HIv3___RNAseq.g14488.t1/Montipora_capitata_HIv3___RNAseq.g37450.t2/Montipora_capitata_HIv3___RNAseq.g20763.t1/Montipora_capitata_HIv3___RNAseq.g24143.t1,0.7483303530966849
ko04310,ko04310,3/137,135/5653,0.6411264751585515,0.9131750442284938,3,135,Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1/Montipora_capitata_HIv3___TS.g10359.t4b,0.7483303530966849
ko05016,ko05016,4/137,181/5653,0.6451037197990024,0.9071972667314654,4,181,Montipora_capitata_HIv3___RNAseq.g36838.t1/Montipora_capitata_HIv3___TS.g5595.t1/Montipora_capitata_HIv3___RNAseq.g36918.t1/Montipora_capitata_HIv3___TS.g5653.t1,0.7483303530966849
ko04014,ko04014,5/137,226/5653,0.6464513907872809,0.9075618914373849,5,226,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1,0.7483303530966849
ko04150,ko04150,3/137,139/5653,0.6607597798619664,0.8856624500472621,3,139,Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1/Montipora_capitata_HIv3___TS.g10359.t4b,0.7483303530966849
ko05167,ko05167,3/137,139/5653,0.6607597798619664,0.8856624500472621,3,139,Montipora_capitata_HIv3___RNAseq.g11548.t1/Montipora_capitata_HIv3___RNAseq.g44814.t1/Montipora_capitata_HIv3___TS.g47027.t2,0.7483303530966849
ko05226,ko05226,3/137,143/5653,0.6796152819695436,0.859721684861693,3,143,Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___TS.g10359.t4b,0.760521863156394
ko03013,ko03013,3/137,146/5653,0.6932462818086476,0.8412182934715641,3,146,Montipora_capitata_HIv3___TS.g47198.t1/Montipora_capitata_HIv3___RNAseq.g13857.t1/Montipora_capitata_HIv3___RNAseq.g24942.t1,0.7666488292942691
ko04015,ko04015,4/137,202/5653,0.7284058918535627,0.8078009138690048,4,202,Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g47938.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1,0.7961645794678476
ko05203,ko05203,3/137,169/5653,0.7835648766833556,0.7215741385802229,3,169,Montipora_capitata_HIv3___RNAseq.g11548.t1/Montipora_capitata_HIv3___TS.g47027.t2/Montipora_capitata_HIv3___RNAseq.g15140.t1,0.844164144554608
ko05166,ko05166,3/137,171/5653,0.7902813268170799,0.7127182316918257,3,171,Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g23247.t1/Montipora_capitata_HIv3___TS.g10359.t4b,0.844164144554608
ko05165,ko05165,4/137,227/5653,0.807661230305438,0.7138756002777293,4,227,Montipora_capitata_HIv3___RNAseq.g11548.t1/Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___TS.g47027.t2/Montipora_capitata_HIv3___TS.g10359.t4b,0.8530354567270918
ko01130,ko01130,4/137,232/5653,0.821050501655412,0.6975617496842856,4,232,Montipora_capitata_HIv3___RNAseq.g30230.t1/Montipora_capitata_HIv3___RNAseq.g27709.t1/Montipora_capitata_HIv3___RNAseq.24234_t/Montipora_capitata_HIv3___RNAseq.g14488.t1,0.8575416350623193
ko01120,ko01120,3/137,195/5653,0.8582214718844171,0.6208360806809546,3,195,Montipora_capitata_HIv3___RNAseq.g30230.t1/Montipora_capitata_HIv3___RNAseq.g9561.t1/Montipora_capitata_HIv3___RNAseq.24234_t,0.8816727071115739
ko04810,ko04810,3/137,197/5653,0.8629137133432424,0.6142052586398544,3,197,Montipora_capitata_HIv3___RNAseq.g24942.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1,0.8816727071115739
ko04024,ko04024,4/137,265/5653,0.8914307826418149,0.6055636840298491,4,265,Montipora_capitata_HIv3___TS.g4543.t1/Montipora_capitata_HIv3___RNAseq.g50166.t1/Montipora_capitata_HIv3___TS.g4674.t2b/Montipora_capitata_HIv3___RNAseq.g37354.t1,0.9010160598745225
ko04151,ko04151,3/137,223/5653,0.9126223929475122,0.538974089524797,3,223,Montipora_capitata_HIv3___RNAseq.g15043.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1,0.9126223929475122
