ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust,TERM,ONTOLOGY
GO:0098754,detoxification,4/164,87/8363,0.09113814194157463,2.444027448558827,4,87,Montipora_capitata_HIv3___RNAseq.g34092.t1/Montipora_capitata_HIv3___RNAseq.g44519.t1/Montipora_capitata_HIv3___RNAseq.g37645.t1/Montipora_capitata_HIv3___RNAseq.g33997.t1,0.480519040735146,detoxification,BP
GO:0002757,immune response-activating signaling pathway,5/164,122/8363,0.09144452322161715,2.1719638026244543,5,122,Montipora_capitata_HIv3___RNAseq.g11548.t1/Montipora_capitata_HIv3___RNAseq.g44960.t2/Montipora_capitata_HIv3___RNAseq.21467_t/Montipora_capitata_HIv3___RNAseq.g24942.t1/Montipora_capitata_HIv3___RNAseq.g24095.t1,0.48053794156525304,immune response-activating signaling pathway,BP
GO:0016021,GO:0016021,29/164,1154/8363,0.09267824329745983,1.3506994780368378,29,1154,Montipora_capitata_HIv3___RNAseq.g5395.t1/Montipora_capitata_HIv3___RNAseq.g11548.t1/Montipora_capitata_HIv3___RNAseq.g2640.t1a/Montipora_capitata_HIv3___TS.g27540.t1/Montipora_capitata_HIv3___RNAseq.g12807.t1/Montipora_capitata_HIv3___RNAseq.g11237.t1/Montipora_capitata_HIv3___RNAseq.g44960.t2/Montipora_capitata_HIv3___RNAseq.21467_t/Montipora_capitata_HIv3___RNAseq.g13129.t1/Montipora_capitata_HIv3___RNAseq.g9026.t1/Montipora_capitata_HIv3___RNAseq.g37193.t1/Montipora_capitata_HIv3___RNAseq.g38848.t1/Montipora_capitata_HIv3___RNAseq.g39648.t1/Montipora_capitata_HIv3___RNAseq.g36907.t1/Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g668.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g20771.t1/Montipora_capitata_HIv3___TS.g4674.t2b/Montipora_capitata_HIv3___RNAseq.g39974.t1/Montipora_capitata_HIv3___RNAseq.g15188.t1/Montipora_capitata_HIv3___RNAseq.g33997.t1/Montipora_capitata_HIv3___RNAseq.g6934.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1/Montipora_capitata_HIv3___RNAseq.g4457.t1/Montipora_capitata_HIv3___RNAseq.g39706.t2/Montipora_capitata_HIv3___RNAseq.g8867.t2/Montipora_capitata_HIv3___RNAseq.g44445.t1/Montipora_capitata_HIv3___RNAseq.g23366.t1,0.48482412873844605,NA,NA
GO:0002285,lymphocyte activation involved in immune response,3/164,55/8363,0.09287116265689199,2.918696465693254,3,55,Montipora_capitata_HIv3___RNAseq.g23734.t3/Montipora_capitata_HIv3___RNAseq.g35804.t1/Montipora_capitata_HIv3___RNAseq.g35720.t1,0.48482412873844605,lymphocyte activation involved in immune response,BP
GO:0006820,monoatomic anion transport,10/164,317/8363,0.09341511976670687,1.669138437640197,10,317,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g24139.t1/Montipora_capitata_HIv3___TS.g32048.t1/Montipora_capitata_HIv3___RNAseq.g13129.t1/Montipora_capitata_HIv3___RNAseq.g668.t1/Montipora_capitata_HIv3___RNAseq.g20250.t1/Montipora_capitata_HIv3___TS.g4674.t2b/Montipora_capitata_HIv3___TS.g33523.t1/Montipora_capitata_HIv3___RNAseq.g44445.t1/Montipora_capitata_HIv3___RNAseq.g23366.t1,0.48483570959753997,monoatomic anion transport,BP
GO:0046330,positive regulation of JNK cascade,4/164,88/8363,0.09409556698448067,2.414699141413025,4,88,Montipora_capitata_HIv3___RNAseq.g44960.t2/Montipora_capitata_HIv3___RNAseq.21467_t/Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___TS.g10359.t4b,0.48483570959753997,positive regulation of JNK cascade,BP
GO:0016298,lipase activity,4/164,88/8363,0.09409556698448067,2.414699141413025,4,88,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g6934.t1/Montipora_capitata_HIv3___RNAseq.g44719.t1,0.48483570959753997,lipase activity,MF
GO:0002697,regulation of immune effector process,7/164,198/8363,0.09426781812484893,1.869198824225441,7,198,Montipora_capitata_HIv3___TS.g1118.t1/Montipora_capitata_HIv3___RNAseq.g11548.t1/Montipora_capitata_HIv3___RNAseq.g44960.t2/Montipora_capitata_HIv3___RNAseq.21467_t/Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g14488.t1/Montipora_capitata_HIv3___TS.g47745.t1,0.48483570959753997,regulation of immune effector process,BP
GO:0060485,mesenchyme development,6/164,160/8363,0.09440090375906733,1.9835828144010041,6,160,Montipora_capitata_HIv3___RNAseq.g13857.t1/Montipora_capitata_HIv3___RNAseq.g36907.t1/Montipora_capitata_HIv3___RNAseq.g44814.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___TS.g33523.t1/Montipora_capitata_HIv3___TS.g10359.t4b,0.48483570959753997,mesenchyme development,BP
GO:0006955,immune response,18/164,660/8363,0.09525764487601594,1.4511371943866906,18,660,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g23734.t3/Montipora_capitata_HIv3___RNAseq.g35804.t1/Montipora_capitata_HIv3___RNAseq.g2640.t1a/Montipora_capitata_HIv3___RNAseq.g44519.t1/Montipora_capitata_HIv3___RNAseq.g44960.t2/Montipora_capitata_HIv3___RNAseq.21467_t/Montipora_capitata_HIv3___RNAseq.g49895.t2/Montipora_capitata_HIv3___RNAseq.g46378.t1/Montipora_capitata_HIv3___RNAseq.g24942.t1/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g35720.t1/Montipora_capitata_HIv3___RNAseq.g18698.t1/Montipora_capitata_HIv3___TS.g33523.t1/Montipora_capitata_HIv3___RNAseq.g15140.t1/Montipora_capitata_HIv3___RNAseq.g44445.t1/Montipora_capitata_HIv3___RNAseq.g14488.t1,0.48759944187372195,immune response,BP
