ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust,TERM,ONTOLOGY
GO:0046914,transition metal ion binding,5/79,460/8363,0.4404418383262354,1.1625842543788574,5,460,Montipora_capitata_HIv3___RNAseq.g12736.t1/Montipora_capitata_HIv3___RNAseq.g41416.t2a/Montipora_capitata_HIv3___RNAseq.g32149.t1/Montipora_capitata_HIv3___RNAseq.g15188.t1/Montipora_capitata_HIv3___RNAseq.g14488.t1,0.9980232391306181,transition metal ion binding,MF
GO:0005730,nucleolus,7/79,666/8363,0.4424234920916351,1.124889802206116,7,666,Montipora_capitata_HIv3___RNAseq.g403.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g9338.t1/Montipora_capitata_HIv3___RNAseq.g41333.t1/Montipora_capitata_HIv3___RNAseq.g18929.t1/Montipora_capitata_HIv3___RNAseq.g43111.t1/Montipora_capitata_HIv3___TS.g47745.t1,0.9980232391306181,nucleolus,CC
GO:0010256,endomembrane system organization,4/79,360/8363,0.4440893796619868,1.1876875334333135,4,360,Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g1174.t1/Montipora_capitata_HIv3___RNAseq.g49962.t1/Montipora_capitata_HIv3___RNAseq.g15029.t1b,0.9980232391306181,endomembrane system organization,BP
GO:2001233,regulation of apoptotic signaling pathway,3/79,259/8363,0.4447553490138785,1.237833225942213,3,259,Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g15188.t1,0.9980232391306181,regulation of apoptotic signaling pathway,BP
GO:0044092,negative regulation of molecular function,6/79,565/8363,0.44523584383259773,1.1358156060112985,6,565,Montipora_capitata_HIv3___RNAseq.g41637.t1/Montipora_capitata_HIv3___RNAseq.g34092.t1/Montipora_capitata_HIv3___RNAseq.g32149.t1/Montipora_capitata_HIv3___RNAseq.g15029.t1b/Montipora_capitata_HIv3___RNAseq.g39706.t2/Montipora_capitata_HIv3___RNAseq.g14488.t1,0.9980232391306181,negative regulation of molecular function,BP
GO:0055082,intracellular chemical homeostasis,5/79,464/8363,0.44796417557146884,1.15186553624131,5,464,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g34092.t1/Montipora_capitata_HIv3___RNAseq.g13129.t1/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g15029.t1b,0.9980232391306181,intracellular chemical homeostasis,BP
GO:0051130,positive regulation of cellular component organization,9/79,877/8363,0.44933162665915105,1.0984399211655247,9,877,Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g24095.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g24020.t1/Montipora_capitata_HIv3___RNAseq.g23247.t1/Montipora_capitata_HIv3___RNAseq.g15029.t1b/Montipora_capitata_HIv3___RNAseq.g39706.t2/Montipora_capitata_HIv3___TS.g47745.t1/Montipora_capitata_HIv3___TS.g20607.t1,0.9980232391306181,positive regulation of cellular component organization,BP
GO:0030334,regulation of cell migration,5/79,465/8363,0.4498413099292534,1.1492149801363254,5,465,Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g18698.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g15029.t1b/Montipora_capitata_HIv3___RNAseq.g39706.t2,0.9980232391306181,regulation of cell migration,BP
GO:0004888,transmembrane signaling receptor activity,3/79,263/8363,0.4547275811390299,1.2181852659363277,3,263,Montipora_capitata_HIv3___RNAseq.g13129.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g28116.t1,0.9980232391306181,transmembrane signaling receptor activity,MF
GO:0005524,ATP binding,3/79,263/8363,0.4547275811390299,1.2181852659363277,3,263,Montipora_capitata_HIv3___RNAseq.g12736.t1/Montipora_capitata_HIv3___RNAseq.g18698.t1/Montipora_capitata_HIv3___TS.g47745.t1,0.9980232391306181,ATP binding,MF
GO:1903508,GO:1903508,9/79,881/8363,0.4549094270984816,1.092809220859911,9,881,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g26525.t1/Montipora_capitata_HIv3___RNAseq.g403.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g36935.t1/Montipora_capitata_HIv3___RNAseq.g41333.t1/Montipora_capitata_HIv3___TS.g47745.t1/Montipora_capitata_HIv3___TS.g46192.t3,0.9980232391306181,NA,NA
GO:0044093,positive regulation of molecular function,10/79,985/8363,0.4552054679308991,1.0864553117942888,10,985,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g15043.t1/Montipora_capitata_HIv3___RNAseq.g34092.t1/Montipora_capitata_HIv3___RNAseq.g13129.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g41333.t1/Montipora_capitata_HIv3___RNAseq.g49962.t1/Montipora_capitata_HIv3___RNAseq.g18929.t1/Montipora_capitata_HIv3___TS.g47745.t1,0.9980232391306181,positive regulation of molecular function,BP
GO:1902680,positive regulation of RNA biosynthetic process,9/79,882/8363,0.4563029499065874,1.091482322745733,9,882,Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g6978.t1/Montipora_capitata_HIv3___RNAseq.g26525.t1/Montipora_capitata_HIv3___RNAseq.g403.t1/Montipora_capitata_HIv3___RNAseq.g8971.t1/Montipora_capitata_HIv3___RNAseq.g36935.t1/Montipora_capitata_HIv3___RNAseq.g41333.t1/Montipora_capitata_HIv3___TS.g47745.t1/Montipora_capitata_HIv3___TS.g46192.t3,0.9980232391306181,positive regulation of RNA biosynthetic process,BP
