gene,signed_logP
SCF082_s8246_g46612,-3.56650428576665
SCF082_s8250_g46618,-3.56650428576665
SCF082_s15976_g49928,-3.55843885968374
SCF082_s475_g13306,-3.5361614159491
SCF082_s758_g18490,3.54123547552553
SCF082_s1164_g24027,-3.53522889122936
SCF082_s1166_g24058,-3.53522889122936
SCF082_s2878_g37662,3.53860314141755
SCF082_s174_g6404,3.5197824613199
SCF082_s2972_g38104,-3.51990095034268
SCF082_s2258_g33722,3.5125564716329
SCF082_s2467_g35203,-3.51136465635273
SCF082_s276_g9042,3.50560376015188
SCF082_s843_g19838,-3.50170271870271
SCF082_s844_g19860,-3.50170271870271
SCF082_s3531_g40619,3.49632801408057
SCF082_s1311_g25754,3.48475271782326
SCF082_s495_g13790,3.47649561906028
SCF082_s1548_g28140,3.47508649391231
SCF082_s163_g6099,-3.45751125644019
SCF082_s1404_g26666,3.45315239243321
SCF082_s39_g2100,3.44244621782238
SCF082_s348_g10661,3.43655378675336
SCF082_s458_g13019,3.43703052162563
SCF082_s3482_g40434,3.43998706836234
SCF082_s36642_g53145,-3.42715060154839
SCF082_s2478_g35266,-3.42472798678961
SCF082_s8376_g46681,3.42042537193729
SCF082_s41815_g53418,3.41295342698804
SCF082_s43423_g53489,-3.41076274230127
SCF082_s1281_g25388,3.40496467272685
SCF082_s16_g788,3.39430406236443
SCF082_s3238_g39412,-3.39158709284962
SCF082_s786_g18903,3.38652716252982
SCF082_s967_g21516,3.37866204077165
SCF082_s6053_g44950,3.37611055300451
SCF082_s2137_g32912,3.37169222126765
SCF082_s332_g10332,3.36542622882538
SCF082_s12813_g48696,-3.36662819053998
SCF082_s78_g3484,3.35792574018905
SCF082_s578_g15429,-3.35702767076194
SCF082_s790_g18954,3.35732007966346
SCF082_s4390_g42790,-3.35832514448543
SCF082_s12887_g48727,-3.36340399272925
SCF082_s21136_g51270,-3.35232765020345
SCF082_s21148_g51273,-3.35232765020345
SCF082_s246_g8408,-3.34991736615949
SCF082_s127_g5065,3.34147201690349
SCF082_s192_g6907,-3.32074202011283
SCF082_s203_g7223,3.33082708059543
SCF082_s250_g8477,3.32044920312197
SCF082_s332_g10323_i1,3.32600238070554
SCF082_s1389_g26556,3.32298518272877
SCF082_s2522_g35522,3.32107407215748
SCF082_s3763_g41419,-3.32537001345511
SCF082_s4152_g42329,3.32555064635468
SCF082_s1270_g25252,3.31792322017662
SCF082_s2700_g36603,-3.3162328460275
SCF082_s1702_g29474,-3.31324759381586
SCF082_s140_g5404,3.30385627239864
SCF082_s2360_g34453,-3.30524712358781
SCF082_s2740_g36833,-3.30688164181076
SCF082_s16026_g49946,-3.30398442289643
SCF082_s39507_g53311,-3.30287493123143
SCF082_s3233_g39387,3.3007610834234
SCF082_s44_g2257,3.29499388335572
SCF082_s2220_g33450,3.29769220838102
SCF082_s2635_g36194,3.29632321327304
SCF082_s4357_g42734,-3.28872306836781
SCF082_s468_g13191,3.28556662006494
SCF082_s163_g6097,3.2805401790741
SCF082_s16058_g49959,-3.27877382412829
SCF082_s957_g21371,3.2712920801321
SCF082_s1156_g23945,3.26927334827759
SCF082_s874_g20293,-3.26076820282755
SCF082_s219_g7637,3.25047404288
SCF082_s3391_g40078,3.25244557468399
SCF082_s16331_g50062,3.25030168418539
SCF082_s127_g5066,3.24396889700508
SCF082_s156_g5888,3.24598484624624
SCF082_s1857_g30817,3.24473275589014
SCF082_s7_g400,3.23975289449077
SCF082_s947_g21226,-3.24098342511917
SCF082_s349_g10693,3.23568660806132
SCF082_s19_g882,3.23038970579876
SCF082_s35_g1944,3.21873784210805
SCF082_s36_g1988,3.21873784210805
SCF082_s350_g10718,3.22082763099633
SCF082_s895_g20544,-3.2246636151002
SCF082_s1457_g27215,-3.23353687214186
SCF082_s1696_g29430,-3.22168101508873
SCF082_s2025_g32092,-3.21878829451138
SCF082_s2815_g37339,-3.22252596827455
SCF082_s4802_g43523,3.21795093419149
SCF082_s10964_g47951,3.231964366725
SCF082_s25044_g51970,-3.21571037814018
SCF082_s25045_g51971,-3.21571037814018
SCF082_s33000_g52871,3.22098074543634
SCF082_s79_g3520,3.20991265294604
SCF082_s1153_g23892,3.21049289255391
SCF082_s4826_g43564,-3.20931452296682
SCF082_s336_g10395,3.20291015344958
SCF082_s3504_g40514,3.20141523906978
SCF082_s399_g11706,-3.19406119477048
SCF082_s1058_g22688,3.19433399737401
SCF082_s3134_g38929,3.19047084005117
SCF082_s65_g3064,3.18725547032331
SCF082_s1362_g26309,3.18451867295688
SCF082_s3489_g40464,-3.18288831897294
SCF082_s660_g16866,3.18059626066497
SCF082_s152_g5794,3.1767580698943
SCF082_s398_g11688,-3.17477606950218
SCF082_s2328_g34191,3.17086266436281
SCF082_s1269_g25239,3.16825464337172
SCF082_s396_g11656,-3.16654566945342
SCF082_s604_g15812,-3.1559935362313
SCF082_s936_g21083,-3.15763833711712
SCF082_s944_g21197,3.15584990331599
SCF082_s19_g909,3.14673063443367
SCF082_s58_g2836,3.1472117456794
SCF082_s1826_g30580,-3.14618486397077
SCF082_s426_g12248,3.14383854896873
SCF082_s1149_g23837,3.14359630507029
SCF082_s1050_g22582,3.14109281043563
SCF082_s176_g6456,3.13372344759785
SCF082_s1200_g24467,-3.12765608335697
SCF082_s2535_g35611,3.1266566321018
SCF082_s31_g1764,3.11651864274856
SCF082_s997_g21887,3.11820964513938
SCF082_s2541_g35642,3.1165054558942
SCF082_s2824_g37392,3.11778784524075
SCF082_s899_g20616,3.11436582771745
SCF082_s960_g21416,-3.11384682591928
SCF082_s256_g8560,3.11239657981054
SCF082_s1996_g31882,3.10660388968722
SCF082_s165_g6149,-3.10024105035148
SCF082_s617_g16035,3.09625311472055
SCF082_s4150_g42327,-3.095004111515
SCF082_s3003_g38279,3.08992300093771
SCF082_s947_g21227,-3.08683191357916
SCF082_s154_g5847,-3.08358630929858
SCF082_s447_g12765,-3.07874675831704
SCF082_s113_g4634,3.07634665794913
SCF082_s12783_g48685,-3.07439156254376
SCF082_s33744_g52944,-3.07489421260779
SCF082_s452_g12869,3.06255069583969
SCF082_s462_g13078,-3.05979743780961
SCF082_s129_g5118,3.05849767322711
SCF082_s677_g17193,3.05456285792707
SCF082_s2544_g35657,3.0491885616589
SCF082_s1387_g26538,3.04706109020053
SCF082_s3234_g39393,3.04419271311198
SCF082_s3550_g40687,3.04529106760938
SCF082_s17295_g50372,-3.04632290609196
SCF082_s1747_g29844,3.04137536735164
SCF082_s1501_g27634,3.03605871951691
SCF082_s592_g15625,3.03267914569654
SCF082_s2949_g37991,3.03224134424678
SCF082_s277_g9056,3.02704930351682
SCF082_s236_g8042,-3.02379348335761
SCF082_s497_g13818,3.01955584520367
SCF082_s184_g6669,3.01550106793401
SCF082_s189_g6815,3.01720484130942
SCF082_s39117_g53291,-3.01527498001861
SCF082_s1552_g28175,-3.01363569111082
SCF082_s1875_g30964,3.01027685382216
SCF082_s4828_g43572,3.00770336341774
SCF082_s366_g11069,3.00648380170159
SCF082_s150_g5714,2.99889936333814
SCF082_s773_g18736,-3.001827331696
SCF082_s1555_g28204,-2.99773743899709
SCF082_s1556_g28218,-2.99773743899709
SCF082_s16822_g50206,-2.99847310122962
SCF082_s55_g2685,2.995699955866
SCF082_s69_g3172,2.9838764253332
SCF082_s120_g4891,2.98915192195611
SCF082_s160_g6015,-2.99346656906717
SCF082_s939_g21121,2.99134894341648
SCF082_s1004_g21998,2.98810282476676
SCF082_s1517_g27798,2.98524861050837
SCF082_s1890_g31101,-2.98627000995849
SCF082_s2030_g32122,-2.99154703913674
SCF082_s2556_g35747,-2.99416534129122
SCF082_s2772_g37074,2.98469812819292
SCF082_s3522_g40582,2.98662708051379
SCF082_s5506_g44457,2.98361116213562
SCF082_s3291_g39636,-2.97895050027719
SCF082_s2126_g32817,-2.96797732943888
SCF082_s7401_g46041,2.96758600422319
SCF082_s762_g18564,2.96495524269802
SCF082_s175_g6421,2.96239271633751
SCF082_s372_g11182,-2.95977002367286
SCF082_s601_g15756,2.9618699245364
SCF082_s1848_g30748_i1,-2.95844126133
SCF082_s1863_g30871,-2.95904506493724
SCF082_s3486_g40445,-2.96129623998504
SCF082_s498_g13832,2.95651398463532
SCF082_s2830_g37425,-2.95350816803607
SCF082_s141_g5449,2.94960700686525
SCF082_s566_g15198,2.94837932503474
SCF082_s961_g21432,-2.94757836426521
SCF082_s2873_g37630,2.95001553182555
SCF082_s112_g4602,2.93856066880632
SCF082_s181_g6610,-2.94184030493518
SCF082_s289_g9414,2.93111220352706
SCF082_s1109_g23365,2.9336348956866
SCF082_s1298_g25570,-2.93256706146372
SCF082_s1757_g29950,2.94194547070327
SCF082_s2141_g32946,2.93955130761455
SCF082_s2459_g35163,2.93386889747674
SCF082_s2469_g35214,2.93100663916894
SCF082_s2774_g37093,-2.93252305443048
SCF082_s2775_g37107,-2.93252305443048
SCF082_s5065_g43923,2.93859001379024
SCF082_s8375_g46679,-2.94510752527913
SCF082_s14360_g49301,2.9313900243013
SCF082_s16823_g50208,-2.94360011306556
SCF082_s35314_g53051,-2.94248327424962
SCF082_s144_g5536,-2.92102739488122
SCF082_s9506_g47317,2.92145768833176
SCF082_s9508_g47320,2.92145768833176
SCF082_s32005_g52772,-2.92022249954012
SCF082_s48_g2447,2.91653252990725
SCF082_s345_g10571,-2.91606895164631
SCF082_s1380_g26490,2.91648322443452
SCF082_s1858_g30819,2.91352008074493
SCF082_s2878_g37661,2.91469409292252
SCF082_s5301_g44217,-2.91345202530251
SCF082_s15665_g49813,-2.9119524452593
SCF082_s626_g16249,2.90658277645225
SCF082_s889_g20481,-2.90650885195292
SCF082_s1700_g29460,-2.90611554665125
SCF082_s2328_g34192,2.90649088935282
SCF082_s4784_g43502,2.90762119985379
SCF082_s20_g951,2.90021067457859
SCF082_s118_g4822,-2.90211841640266
SCF082_s424_g12215,2.89885314638547
SCF082_s2323_g34160,2.89819586389591
SCF082_s2549_g35682,-2.89970341448004
SCF082_s3293_g39644_i2,-2.90165037891651
SCF082_s757_g18452,2.89688180076697
