ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust
ko00130,ko00130,4/59,22/5653,6.805671746912332e-5,22.467224299995298,4,22,Montipora_capitata_HIv3___RNAseq.g36845.t1/Montipora_capitata_HIv3___TS.g6904.t1/Montipora_capitata_HIv3___RNAseq.g39974.t1/Montipora_capitata_HIv3___RNAseq.g14956.t1,0.0016333612192589598
ko03018,ko03018,7/59,113/5653,1.531010659970148e-4,6.962302161119141,7,113,Montipora_capitata_HIv3___RNAseq.g42608.t1/Montipora_capitata_HIv3___RNAseq.g29792.t1/Montipora_capitata_HIv3___RNAseq.g34888.t1/Montipora_capitata_HIv3___TS.g45983.t1/Montipora_capitata_HIv3___RNAseq.g18395.t1/Montipora_capitata_HIv3___RNAseq.g18929.t1/Montipora_capitata_HIv3___RNAseq.g5498.t1,0.0018372127919641774
