,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g35804.t1,432.216201839749,5.24093491186202,0.698637818643721,7.50164788106711,6.30204771326367e-14,2.14130606492584e-11
Montipora_capitata_HIv3___RNAseq.g702.t1,110.21290118748,9.22094219144928,1.23135284394801,7.48846460766252,6.96839719665101e-14,2.33340314824089e-11
Montipora_capitata_HIv3___RNAseq.g2627.t1,79.8163953891073,-7.41475343730039,1.00662804272473,-7.36593172710571,1.75913839987443e-13,5.8064132470141e-11
Montipora_capitata_HIv3___RNAseq.g19337.t1,69.8156892471855,3.22516525547312,0.438749304067327,7.35081566073142,1.97000954219157e-13,6.4108549961037e-11
Montipora_capitata_HIv3___TS.g5047.t1,244.868146192879,-1.4939356186262,0.203430094397745,-7.34372966324868,2.07722479975833e-13,6.66587208311338e-11
Montipora_capitata_HIv3___TS.g10979.t1,1495.51185384865,2.23689318855406,0.306044331247263,7.30904957277841,2.69038509298135e-13,8.51525309223756e-11
Montipora_capitata_HIv3___TS.g6748.t1,116.887508861877,-10.3781788106123,1.4211908034323,-7.30245283430489,2.82568378276392e-13,8.8226248379406e-11
Montipora_capitata_HIv3___RNAseq.g8395.t2a,155.479862951924,2.89510242931832,0.400070320610617,7.23648388838143,4.60466338466435e-13,1.4185433000356e-10
Montipora_capitata_HIv3___RNAseq.g6709.t1,197.718589267688,-11.1394178997988,1.55737235894962,-7.15270040320473,8.50871777105567e-13,2.5867621592137e-10
Montipora_capitata_HIv3___TS.g36789.t1,1023.8197072241,3.4979659805369,0.492908657460787,7.09658052783376,1.27881446529481e-12,3.83727379488787e-10
Montipora_capitata_HIv3___RNAseq.29872_t,234.228021238112,-2.96173914967083,0.418415765867634,-7.07845973138541,1.45765467370806e-12,4.31783477384933e-10
Montipora_capitata_HIv3___RNAseq.g29130.t1,51.2917364415275,9.08311346413948,1.28661943125515,7.05967378036452,1.66893940561577e-12,4.82010562084403e-10
Montipora_capitata_HIv3___RNAseq.g15043.t1,273.430778395301,-3.77547011427789,0.534666981415832,-7.06134892467121,1.64893956088088e-12,4.82010562084403e-10
Montipora_capitata_HIv3___RNAseq.g35114.t1,280.286899581061,-1.57680289945231,0.226023479636108,-6.97627919891739,3.03100093759576e-12,8.64583662508026e-10
Montipora_capitata_HIv3___RNAseq.g4932.t1,1600.01257599824,-1.67820126114931,0.241039050893958,-6.96236255048816,3.34613014681717e-12,9.42833378563545e-10
Montipora_capitata_HIv3___RNAseq.g45196.t1,75.0987566760322,-4.44421402168268,0.64544897544223,-6.88546142417798,5.76005222244404e-12,1.60344586264542e-09
Montipora_capitata_HIv3___RNAseq.g5348.t1,204.718309800275,2.49784947325372,0.362970361320114,6.88168991035274,5.91466545679021e-12,1.62688506403736e-09
Montipora_capitata_HIv3___TS.g25598.t1,64.1240467785684,7.53019595842022,1.09871561768573,6.85363513288489,7.19965759958765e-12,1.95703633927615e-09
Montipora_capitata_HIv3___RNAseq.2336_t,108.150727406569,-10.2696594960963,1.50108569327432,-6.84148782585167,7.83748663389437e-12,2.10564103111778e-09
Montipora_capitata_HIv3___RNAseq.g11521.t1,237.428264673374,2.55811093970692,0.374291531365445,6.834541327651,8.22678177088659e-12,2.18482520478545e-09
Montipora_capitata_HIv3___RNAseq.g40427.t1a,836.952471513152,2.34005387399614,0.342977976889762,6.82275257209375,8.93124106576449e-12,2.34495823664192e-09
Montipora_capitata_HIv3___RNAseq.g21486.t1,92.4605100477821,8.9666526412544,1.31560937540923,6.81558888896277,9.38784053923876e-12,2.43714669279901e-09
Montipora_capitata_HIv3___RNAseq.g6.t1,152.407925364739,9.68809384959729,1.42683846597787,6.78990234746554,1.12209470680611e-11,2.88066646675058e-09
Montipora_capitata_HIv3___TS.g6766.t1,214.196972974438,-2.4941827156542,0.367697392777386,-6.78324830321614,1.17503423567518e-11,2.98342483684342e-09
Montipora_capitata_HIv3___TS.g46469.t1,537.253552930279,-1.69369493184098,0.249817298537783,-6.77973439691497,1.20397015409787e-11,3.02366634895993e-09
Montipora_capitata_HIv3___RNAseq.g44754.t1,49.3084689014945,-9.13106118780066,1.34832799448842,-6.77213647207938,1.26894351514105e-11,3.15257418465957e-09
Montipora_capitata_HIv3___TS.g7221.t1,2160.39326046071,-14.5884664986805,2.15755874499948,-6.76156166430778,1.36512191022747e-11,3.3554406101921e-09
Montipora_capitata_HIv3___RNAseq.g30833.t1,37.2823674987732,3.85897344203965,0.574797039712502,6.71362789893596,1.89844062199261e-11,4.61720742854098e-09
Montipora_capitata_HIv3___TS.g5814.t1,64.8378405496207,4.89279863853756,0.729979731357225,6.70264998925457,2.04673311006476e-11,4.92601755292148e-09
Montipora_capitata_HIv3___RNAseq.g23762.t1,49.7092496319241,4.73618165405495,0.70685303798805,6.70037673960598,2.07882886605402e-11,4.95168463403898e-09
Montipora_capitata_HIv3___TS.g44069.t1,59.031424158449,-6.25539398814331,0.934621466191134,-6.6929705922933,2.18685100043864e-11,5.155835955626e-09
Montipora_capitata_HIv3___RNAseq.g17872.t1,67.6244395559156,-6.09571753863973,0.912968492705663,-6.67681041278273,2.44198519112332e-11,5.69919877180851e-09
Montipora_capitata_HIv3___RNAseq.g5395.t1,164.127124844925,1.76294232964927,0.265168214480716,6.64839235389382,2.96311567765172e-11,6.84627877321431e-09
Montipora_capitata_HIv3___TS.g7658.t1,65.0024012096481,-9.53160043699248,1.43838531981859,-6.62659741146037,3.43512818410823e-11,7.85828086077433e-09
Montipora_capitata_HIv3___TS.g28328.t1,288.919624302926,-3.3428698285775,0.506716864863674,-6.5971157866965,4.19233351147819e-11,9.49645742967681e-09
Montipora_capitata_HIv3___TS.g23246.t1,113.858221235556,-1.65047809156858,0.25084027941996,-6.5797968946021,4.71091338446364e-11,1.05675391988381e-08
Montipora_capitata_HIv3___RNAseq.g8395.t2b,56.3744665085647,7.40376433273996,1.1282568009011,6.56212692609236,5.30456319463161e-11,1.17848012126888e-08
Montipora_capitata_HIv3___RNAseq.g29213.t1,118.701130329241,-1.89161952297166,0.289812106293309,-6.52705488105874,6.70754751407716e-11,1.47597986012146e-08
Montipora_capitata_HIv3___TS.g26916.t2,869.859240125973,1.53362117278946,0.23530434593443,6.51760666255109,7.14380212149098e-11,1.55714667940612e-08
Montipora_capitata_HIv3___TS.g19595.t1,111.700940435108,-5.20290822659924,0.799344445640837,-6.5089690120109,7.56683285406773e-11,1.63394087003023e-08
Montipora_capitata_HIv3___RNAseq.g18203.t1,33.5262243006448,8.46679562367015,1.30580784383095,6.48395218612751,8.93505482894598e-11,1.91152260947034e-08
Montipora_capitata_HIv3___RNAseq.g43228.t1a,1942.32494816822,-1.43911767723894,0.223099759744871,-6.45055682213494,1.11439939116198e-10,2.36221999383463e-08
Montipora_capitata_HIv3___RNAseq.g38673.t1,34.5195750886705,8.51015539008481,1.32003162049675,6.44693298095564,1.14136226683967e-10,2.39737956139369e-08
Montipora_capitata_HIv3___RNAseq.g22865.t1,140.477842872766,2.75596440023958,0.428119861037391,6.43736638043728,1.2156425599017e-10,2.5303983195071e-08
Montipora_capitata_HIv3___RNAseq.g46820.t1,33.6229754622305,8.46976827192742,1.33053116848206,6.36570451903819,1.94395351234679e-10,4.01027195560469e-08
Montipora_capitata_HIv3___RNAseq.g16878.t1,38.3923325224412,6.18252169255226,0.973179841611768,6.35290768283162,2.11282527108439e-10,4.32007326446061e-08
Montipora_capitata_HIv3___RNAseq.g35299.t1,45.8760479830561,-8.06569670046222,1.27525164358628,-6.32478832003681,2.53579958539775e-10,5.1288429224757e-08
Montipora_capitata_HIv3___RNAseq.g29906.t1,44.6895649542008,8.8837249427462,1.40481725906499,6.3237584001915,2.55276752254796e-10,5.1288429224757e-08
Montipora_capitata_HIv3___RNAseq.g15566.t1,34.681819042717,8.51481064119074,1.35695185977131,6.27495410384398,3.49737443643229e-10,6.96610658222138e-08
Montipora_capitata_HIv3___RNAseq.g38222.t1,74.4891995838845,4.94857251954737,0.79031878778947,6.26148915602599,3.81318339493682e-10,7.53022242222353e-08
