"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Montipora_capitata_HIv3___RNAseq.g44732.t1",944.365808098583,0.740301527885982,0.182484198411772,4.05679798212176,4.97500779227624e-05,0.0085262519041522
"Montipora_capitata_HIv3___TS.g12045.t2",2674.69971755988,2.99977526307043,0.741092025324232,4.04777701090227,5.17063706950136e-05,0.0087943918823769
"Montipora_capitata_HIv3___TS.g6765.t1",171.231755679154,3.50821583122518,0.870674396097637,4.02930859911467,5.5941141894066e-05,0.00944311711777201
"Montipora_capitata_HIv3___RNAseq.g19114.t1b",202.548119346385,-1.54355650815944,0.385030550644891,-4.00891956644513,6.09971867021475e-05,0.0102197599899247
"Montipora_capitata_HIv3___RNAseq.g4861.t1",343.815170359448,1.83124883567969,0.458109786892644,3.99740168858004,6.40415747090821e-05,0.0106416251348316
"Montipora_capitata_HIv3___RNAseq.g44252.t1",424.220555718775,1.22126218741236,0.305632797022572,3.99584795646837,6.44630982289027e-05,0.0106416251348316
"Montipora_capitata_HIv3___RNAseq.g44740.t1",226.698256583738,1.23958050760261,0.313109921296686,3.95893078848834,7.52860481324459e-05,0.0123375698293543
"Montipora_capitata_HIv3___RNAseq.g43960.t1",99.7637976961841,-3.42280797587934,0.866566188533791,-3.94985174954801,7.81996130438659e-05,0.0127221703800568
"Montipora_capitata_HIv3___RNAseq.g4125.t1",2436.90878673347,1.52590140769201,0.386977992510802,3.94312192740372,8.04277392436467e-05,0.0129905264299217
"Montipora_capitata_HIv3___RNAseq.g34374.t1",55.2754749766555,4.02671875112612,1.02367139644443,3.93360483169924,8.36813174030891e-05,0.01332432097175
"Montipora_capitata_HIv3___RNAseq.g40578.t1",108.598767494404,-3.20706682497772,0.815139167246954,-3.93437949474229,8.3411904470005e-05,0.01332432097175
"Montipora_capitata_HIv3___RNAseq.g30427.t1",102.273577372368,-1.86751964083736,0.475743181230848,-3.92547852395003,8.65574928211956e-05,0.0136852272628779
"Montipora_capitata_HIv3___RNAseq.97_t",4748.8270753664,1.35896233709833,0.346905837722516,3.91738099889037,8.95162105850567e-05,0.0140540450618539
"Montipora_capitata_HIv3___RNAseq.g35621.t1",168.603837185546,-1.08868807947773,0.278055227997176,-3.9153663368228,9.02670424536089e-05,0.0140735095147637
"Montipora_capitata_HIv3___RNAseq.g47593.t1",317.101712858469,2.34460254082503,0.60026342525065,3.90595602230138,9.38535812385962e-05,0.0145317707061222
"Montipora_capitata_HIv3___RNAseq.g26661.t1",260.264639240609,1.04800106691332,0.269268721731856,3.89202674626631,9.94102825629271e-05,0.0152867140672622
"Montipora_capitata_HIv3___RNAseq.g33283.t1",19.7794335330185,3.09769196455367,0.796709686784157,3.88810631518391,0.000101029375031959,0.0154300033934865
"Montipora_capitata_HIv3___RNAseq.g36297.t1",13.5531134274248,-6.06965365982957,1.56319084024479,-3.88286158258136,0.00010323433991769,0.0156602308479194
"Montipora_capitata_HIv3___TS.g14965.t1",62.874285189063,-5.1917393946813,1.35131046670074,-3.8420033904992,0.000122034150143958,0.0183878436569261
"Montipora_capitata_HIv3___RNAseq.g28405.t2",543.430852404816,1.87081198004714,0.487678400841346,3.83615919183544,0.000124973417599126,0.0187051879901198
"Montipora_capitata_HIv3___RNAseq.g44783.t1",677.063224484159,1.80689476866709,0.471494958377422,3.83226742208494,0.000126967613145436,0.0188778137929019
"Montipora_capitata_HIv3___RNAseq.g34983.t1",92.1909955004803,2.86829925648574,0.750747328505348,3.82059202554366,0.000133131718184803,0.0195355568952092
"Montipora_capitata_HIv3___RNAseq.g13057.t1",163.025285868673,-2.34370649235345,0.613252489127987,-3.82176433671893,0.000132500282682774,0.0195355568952092
"Montipora_capitata_HIv3___RNAseq.g35024.t1",477.270254156667,1.25176890283675,0.328116533181968,3.81501319271387,0.000136175658201235,0.0198524655991943
"Montipora_capitata_HIv3___RNAseq.g25023.t1",261.328641813657,-0.815389607765949,0.214294887449803,-3.80498861857797,0.000141810711247803,0.0205405953433834
"Montipora_capitata_HIv3___TS.g2415.t1",239.537221654604,1.57684715807059,0.415683779794379,3.7933814950648,0.000148609570177835,0.02138739397476
"Montipora_capitata_HIv3___RNAseq.g24974.t1",64.4566085993701,-1.63793610045579,0.432487962487515,-3.78724090038246,0.000152329396687485,0.0217831037263104
"Montipora_capitata_HIv3___TS.g24268.t2",2025.93395519568,-0.461578693736891,0.121933525273019,-3.78549453649748,0.000153403204696767,0.0217978186623235
