date,tod,year,experiment,season,mesocosm,type,treatment,temp,sal_cor,do_perc,do_mg,ph_nbs,pH_total,tit temp,TA_seacarb
1/23/2024,day,3,9,wntr,4,out,co2,24.3,34.75,105.2,7.21,7.77,7.78,24.9,2175.2
1/23/2024,day,3,9,wntr,5,out,co2,24.3,34.76,105.9,7.26,7.73,7.75,24.9,2161.7
1/23/2024,day,3,9,wntr,6,out,co2,24.3,34.75,104.2,7.14,7.78,7.79,25.1,2180.1
1/23/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,25.1,2105.8
1/23/2024,day,3,9,wntr,7,out,lta,24.3,34.76,104.3,7.15,7.91,7.92,25,2091
1/23/2024,day,3,9,wntr,8,out,lta,24.3,34.73,103.6,7.1,7.93,7.94,25.1,2090.9
1/23/2024,day,3,9,wntr,9,out,lta,24.3,34.76,101.9,6.99,7.88,7.9,25.1,2096
1/23/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,24.8,2206
1/23/2024,day,3,9,wntr,10,out,c,24.3,34.76,104.2,7.15,8.06,8.07,25.1,2174.1
1/23/2024,day,3,9,wntr,11,out,c,24.2,34.76,105,7.21,8.06,8.07,25.3,2177.8
1/23/2024,day,3,9,wntr,12,out,c,24.3,34.76,105.1,7.2,8.09,8.1,25.3,2180
1/24/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2024,day,3,9,wntr,1,out,lta.co2,24.3,34.85,116.5,7.97,7.88,7.89,NA,NA
1/24/2024,day,3,9,wntr,2,out,lta.co2,24.4,34.86,110.6,7.56,7.84,7.85,NA,NA
1/24/2024,day,3,9,wntr,3,out,lta.co2,24.3,34.86,117.5,8.04,7.88,7.89,NA,NA
1/24/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2024,day,3,9,wntr,4,out,co2,24.3,34.86,115.2,7.88,7.88,7.89,NA,NA
1/24/2024,day,3,9,wntr,5,out,co2,24.3,34.87,115.2,7.87,7.85,7.86,NA,NA
1/24/2024,day,3,9,wntr,6,out,co2,24.2,34.86,112.4,7.7,7.89,7.9,NA,NA
1/24/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2024,day,3,9,wntr,7,out,lta,24.3,34.86,112.9,7.73,7.99,8,NA,NA
1/24/2024,day,3,9,wntr,8,out,lta,24.3,34.86,112.2,7.68,8.01,8.02,NA,NA
1/24/2024,day,3,9,wntr,9,out,lta,24.2,34.86,109,7.48,7.97,7.98,NA,NA
1/24/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2024,day,3,9,wntr,10,out,c,24.2,34.85,112,7.69,8.14,8.15,NA,NA
1/24/2024,day,3,9,wntr,11,out,c,24.1,34.86,113.6,7.81,8.13,8.14,NA,NA
1/24/2024,day,3,9,wntr,12,out,c,24.3,34.86,115.1,7.89,8.16,8.17,NA,NA
1/25/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,25.6,2117.2
1/25/2024,day,3,9,wntr,1,out,lta.co2,24.4,34.78,106.6,7.3,7.77,7.79,25.5,2103.5
1/25/2024,day,3,9,wntr,2,out,lta.co2,24.4,34.78,104.6,7.15,7.76,7.77,25.7,2101.2
1/25/2024,day,3,9,wntr,3,out,lta.co2,24.4,34.75,107.8,7.38,7.78,7.8,25.5,2101
1/25/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,25.3,2203.6
1/25/2024,day,3,9,wntr,4,out,co2,24.5,34.78,107.8,7.37,7.82,7.83,25.7,2188.1
1/25/2024,day,3,9,wntr,5,out,co2,24.5,34.78,108.1,7.39,7.76,7.78,25.6,2179.1
1/25/2024,day,3,9,wntr,6,out,co2,24.4,34.78,105.3,7.2,7.82,7.84,25.6,2196.5
1/25/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,25.3,2114
1/25/2024,day,3,9,wntr,7,out,lta,24.5,34.77,108.1,7.38,7.93,7.95,25.5,2111
1/25/2024,day,3,9,wntr,8,out,lta,24.5,34.77,106.7,7.29,7.94,7.95,25.5,2101.5
1/25/2024,day,3,9,wntr,9,out,lta,24.5,34.79,105.2,7.2,7.93,7.93,25.3,2105.2
1/25/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,25.1,2203.9
1/25/2024,day,3,9,wntr,10,out,c,24.5,34.77,107.6,7.35,8.08,8.09,25.6,2178.1
1/25/2024,day,3,9,wntr,11,out,c,24.4,34.78,107.7,7.36,8.07,8.08,25.6,2182.9
1/25/2024,day,3,9,wntr,12,out,c,24.5,34.78,109.2,7.46,8.1,8.11,25.5,2175.4
1/26/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,NA,NA
1/26/2024,day,3,9,wntr,1,out,lta.co2,24.5,34.82,109.3,7.46,7.8,7.81,NA,NA
1/26/2024,day,3,9,wntr,2,out,lta.co2,24.7,34.8,106.6,7.26,7.79,7.8,NA,NA
1/26/2024,day,3,9,wntr,3,out,lta.co2,24.7,34.8,111.9,7.63,7.81,7.82,NA,NA
1/26/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,NA,NA
1/26/2024,day,3,9,wntr,4,out,co2,24.6,34.79,111.1,7.56,7.74,7.76,NA,NA
1/26/2024,day,3,9,wntr,5,out,co2,24.6,34.8,111.7,7.62,7.8,7.82,NA,NA
1/26/2024,day,3,9,wntr,6,out,co2,24.5,34.8,109.8,7.49,7.9,7.92,NA,NA
1/26/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,NA,NA
1/26/2024,day,3,9,wntr,7,out,lta,24.7,34.78,113.1,7.7,7.97,7.99,NA,NA
1/26/2024,day,3,9,wntr,8,out,lta,24.7,34.8,110.6,7.52,7.99,8,NA,NA
1/26/2024,day,3,9,wntr,9,out,lta,24.6,34.8,109.7,7.49,7.96,7.97,NA,NA
1/26/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,NA,NA
1/26/2024,day,3,9,wntr,10,out,c,24.5,34.76,111.9,7.63,8.13,8.15,NA,NA
1/26/2024,day,3,9,wntr,11,out,c,24.6,34.8,112.1,7.65,8.13,8.13,NA,NA
1/26/2024,day,3,9,wntr,12,out,c,24.7,34.79,114,7.76,8.15,8.16,NA,NA
1/28/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2024,day,3,9,wntr,1,out,lta.co2,24,34.69,101.3,6.97,7.85,7.86,NA,NA
1/28/2024,day,3,9,wntr,2,out,lta.co2,24,34.65,101.3,6.97,7.8,7.8,NA,NA
1/28/2024,day,3,9,wntr,3,out,lta.co2,24,34.72,103.3,7.11,7.77,7.78,NA,NA
1/28/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2024,day,3,9,wntr,4,out,co2,24,34.69,103,7.09,7.76,7.78,NA,NA
1/28/2024,day,3,9,wntr,5,out,co2,24,34.71,103.1,7.09,7.77,7.79,NA,NA
1/28/2024,day,3,9,wntr,6,out,co2,24,34.75,102.4,7.05,7.79,7.8,NA,NA
1/28/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2024,day,3,9,wntr,7,out,lta,24,34.72,106.1,7.29,7.92,7.94,NA,NA
1/28/2024,day,3,9,wntr,8,out,lta,24,34.7,104.2,7.17,7.93,7.95,NA,NA
1/28/2024,day,3,9,wntr,9,out,lta,24,34.74,106.5,7.32,7.94,7.96,NA,NA
1/28/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2024,day,3,9,wntr,10,out,c,24,34.74,105.8,7.26,8.08,8.09,NA,NA
1/28/2024,day,3,9,wntr,11,out,c,24,34.75,106.7,7.33,8.09,8.1,NA,NA
1/28/2024,day,3,9,wntr,12,out,c,24,34.74,107.1,7.36,8.1,8.11,NA,NA
1/29/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2024,day,3,9,wntr,1,out,lta.co2,24,34.76,101.3,6.97,7.75,7.76,NA,NA
1/29/2024,day,3,9,wntr,2,out,lta.co2,24,34.76,100.5,6.92,7.75,7.76,NA,NA
1/29/2024,day,3,9,wntr,3,out,lta.co2,24,34.76,102.9,7.08,7.76,7.77,NA,NA
1/29/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2024,day,3,9,wntr,4,out,co2,24,34.77,102.1,7.03,7.73,7.74,NA,NA
1/29/2024,day,3,9,wntr,5,out,co2,24,34.76,102,7.02,7.76,7.77,NA,NA
1/29/2024,day,3,9,wntr,6,out,co2,24,34.75,101.6,6.99,7.78,7.79,NA,NA
1/29/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2024,day,3,9,wntr,7,out,lta,24,34.75,104.4,7.17,7.92,7.93,NA,NA
1/29/2024,day,3,9,wntr,8,out,lta,24,34.76,103.3,7.1,7.92,7.94,NA,NA
1/29/2024,day,3,9,wntr,9,out,lta,24,34.75,104.2,7.17,7.93,7.94,NA,NA
1/29/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2024,day,3,9,wntr,10,out,c,24,34.75,103.8,7.14,8.07,8.08,NA,NA
1/29/2024,day,3,9,wntr,11,out,c,24,34.75,104.5,7.19,8.07,8.08,NA,NA
1/29/2024,day,3,9,wntr,12,out,c,24,34.76,104.1,7.16,8.08,8.09,NA,NA
1/30/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,25.2,2097
1/30/2024,day,3,9,wntr,1,out,lta.co2,23.7,34.59,97.6,6.79,7.78,7.79,25.2,2081.9
1/30/2024,day,3,9,wntr,2,out,lta.co2,23.6,34.58,98.1,6.82,7.79,7.81,25.2,2072.3
1/30/2024,day,3,9,wntr,3,out,lta.co2,23.7,34.59,99.2,6.9,7.8,7.81,25,2086.5
1/30/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,25.2,2195.4
1/30/2024,day,3,9,wntr,4,out,co2,23.7,34.58,99.8,6.93,7.88,7.89,25.2,2177.7
1/30/2024,day,3,9,wntr,5,out,co2,23.6,34.58,99,6.87,7.88,7.89,25.2,2166.8
1/30/2024,day,3,9,wntr,6,out,co2,23.7,34.59,98.9,6.87,7.89,7.9,25,2190.9
1/30/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,25.1,2109
1/30/2024,day,3,9,wntr,7,out,lta,23.8,34.57,100.5,6.97,7.92,7.94,25.1,2087.1
1/30/2024,day,3,9,wntr,8,out,lta,23.8,34.57,100,6.94,7.93,7.94,25.1,2095
1/30/2024,day,3,9,wntr,9,out,lta,23.8,34.58,100.6,6.98,7.92,7.94,24.7,2101.3
1/30/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,25.1,2195.1
1/30/2024,day,3,9,wntr,10,out,c,23.8,34.58,99.8,6.92,8.06,8.07,25.1,2178.9
1/30/2024,day,3,9,wntr,11,out,c,23.7,34.59,100.8,6.99,8.07,8.07,25.1,2176.3
1/30/2024,day,3,9,wntr,12,out,c,23.7,34.58,100.4,6.95,8.07,8.08,24.7,2181.7
1/31/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,7.85,NA,NA,NA
1/31/2024,day,3,9,wntr,1,out,lta.co2,NA,NA,NA,NA,7.8,NA,NA,NA
1/31/2024,day,3,9,wntr,2,out,lta.co2,NA,NA,NA,NA,7.79,NA,NA,NA
1/31/2024,day,3,9,wntr,3,out,lta.co2,NA,NA,NA,NA,7.83,NA,NA,NA
1/31/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,8.03,NA,NA,NA
1/31/2024,day,3,9,wntr,4,out,co2,NA,NA,NA,NA,7.83,NA,NA,NA
1/31/2024,day,3,9,wntr,5,out,co2,NA,NA,NA,NA,7.85,NA,NA,NA
1/31/2024,day,3,9,wntr,6,out,co2,NA,NA,NA,NA,7.85,NA,NA,NA
1/31/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,7.89,NA,NA,NA
1/31/2024,day,3,9,wntr,7,out,lta,NA,NA,NA,NA,8.01,NA,NA,NA
1/31/2024,day,3,9,wntr,8,out,lta,NA,NA,NA,NA,8.01,NA,NA,NA
1/31/2024,day,3,9,wntr,9,out,lta,NA,NA,NA,NA,8,NA,NA,NA
1/31/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,8.04,NA,NA,NA
1/31/2024,day,3,9,wntr,10,out,c,NA,NA,NA,NA,8.11,NA,NA,NA
1/31/2024,day,3,9,wntr,11,out,c,NA,NA,NA,NA,8.13,NA,NA,NA
1/31/2024,day,3,9,wntr,12,out,c,NA,NA,NA,NA,8.14,NA,NA,NA
2/1/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,25.5,2081.5
2/1/2024,day,3,9,wntr,1,out,lta.co2,23.8,34.49,103.7,7.23,7.78,7.79,25.1,2077.7
2/1/2024,day,3,9,wntr,2,out,lta.co2,23.8,34.48,101.7,7.09,7.78,7.79,25.2,2063.1
2/1/2024,day,3,9,wntr,3,out,lta.co2,23.8,34.47,104.4,7.27,7.8,7.82,25.1,2059.4
2/1/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,25.5,2189.1
2/1/2024,day,3,9,wntr,4,out,co2,23.9,34.47,106.4,7.4,7.82,7.83,25.1,2177.8
2/1/2024,day,3,9,wntr,5,out,co2,23.9,34.47,103.5,7.2,7.82,7.84,25.2,2182.7
2/1/2024,day,3,9,wntr,6,out,co2,23.8,34.46,104.2,7.25,7.85,7.86,25.1,2177.7
2/1/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,25.2,2105.6
2/1/2024,day,3,9,wntr,7,out,lta,24,34.46,107,7.44,7.97,7.98,25,2080.6
2/1/2024,day,3,9,wntr,8,out,lta,24,34.47,105.6,7.33,7.98,7.99,25.1,2078.3
2/1/2024,day,3,9,wntr,9,out,lta,23.9,34.45,105.6,7.35,7.97,7.98,25.2,2088
2/1/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,25.2,2190.4
2/1/2024,day,3,9,wntr,10,out,c,23.9,34.45,105.6,7.34,8.11,8.12,25,2181.6
2/1/2024,day,3,9,wntr,11,out,c,23.9,34.46,106.4,7.4,8.11,8.12,25.1,2175.2
2/1/2024,day,3,9,wntr,12,out,c,23.9,34.47,105.7,7.35,8.12,8.13,25.2,2169.3
2/2/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,7.83,NA,NA,NA
2/2/2024,day,3,9,wntr,1,out,lta.co2,NA,NA,NA,NA,7.79,NA,NA,NA
2/2/2024,day,3,9,wntr,2,out,lta.co2,NA,NA,NA,NA,7.8,NA,NA,NA
2/2/2024,day,3,9,wntr,3,out,lta.co2,NA,NA,NA,NA,7.92,NA,NA,NA
2/2/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,8.05,NA,NA,NA
2/2/2024,day,3,9,wntr,4,out,co2,NA,NA,NA,NA,7.88,NA,NA,NA
2/2/2024,day,3,9,wntr,5,out,co2,NA,NA,NA,NA,8.08,NA,NA,NA
2/2/2024,day,3,9,wntr,6,out,co2,NA,NA,NA,NA,8.09,NA,NA,NA
2/2/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,7.96,NA,NA,NA
2/2/2024,day,3,9,wntr,7,out,lta,NA,NA,NA,NA,8.04,NA,NA,NA
2/2/2024,day,3,9,wntr,8,out,lta,NA,NA,NA,NA,8.04,NA,NA,NA
2/2/2024,day,3,9,wntr,9,out,lta,NA,NA,NA,NA,8.03,NA,NA,NA
2/2/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,8.07,NA,NA,NA
2/2/2024,day,3,9,wntr,10,out,c,NA,NA,NA,NA,8.15,NA,NA,NA
2/2/2024,day,3,9,wntr,11,out,c,NA,NA,NA,NA,8.12,NA,NA,NA
2/2/2024,day,3,9,wntr,12,out,c,NA,NA,NA,NA,8.13,NA,NA,NA
2/3/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2024,day,3,9,wntr,1,out,lta.co2,22.7,34.72,107.5,7.66,7.82,7.84,NA,NA
2/3/2024,day,3,9,wntr,2,out,lta.co2,22.7,34.7,105.1,7.48,7.82,7.83,NA,NA
2/3/2024,day,3,9,wntr,3,out,lta.co2,22.7,34.7,108.6,7.73,7.85,7.86,NA,NA
2/3/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2024,day,3,9,wntr,4,out,co2,22.9,34.71,109.5,7.78,7.89,7.9,NA,NA
2/3/2024,day,3,9,wntr,5,out,co2,22.9,34.7,108.3,7.69,7.87,7.88,NA,NA
2/3/2024,day,3,9,wntr,6,out,co2,22.9,34.7,106.7,7.58,7.9,7.9,NA,NA
2/3/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2024,day,3,9,wntr,7,out,lta,23,34.7,113,8.01,8.09,8.1,NA,NA
2/3/2024,day,3,9,wntr,8,out,lta,22.9,34.69,109.2,7.77,8.1,8.1,NA,NA
2/3/2024,day,3,9,wntr,9,out,lta,22.9,34.7,109.9,7.8,8.08,8.09,NA,NA
2/3/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2024,day,3,9,wntr,10,out,c,22.9,34.7,109,7.73,8.16,8.17,NA,NA
2/3/2024,day,3,9,wntr,11,out,c,22.9,34.63,111.2,7.89,8.16,8.16,NA,NA
2/3/2024,day,3,9,wntr,12,out,c,23,34.74,111.4,7.9,8.17,8.17,NA,NA
2/8/2024,day,3,9,wntr,NA,in,lta.co2,NA,NA,NA,NA,NA,NA,24.7,2131.3
2/8/2024,day,3,9,wntr,1,out,lta.co2,22.7,34.86,113.1,8.04,7.93,7.94,24.5,2111.7
2/8/2024,day,3,9,wntr,2,out,lta.co2,22.8,34.88,108.8,7.73,7.89,7.89,24.4,2114.1
2/8/2024,day,3,9,wntr,3,out,lta.co2,22.7,34.89,112.4,8,7.91,7.92,24.5,2108.7
2/8/2024,day,3,9,wntr,NA,in,co2,NA,NA,NA,NA,NA,NA,24.7,2227
2/8/2024,day,3,9,wntr,4,out,co2,22.8,34.9,112.2,7.98,7.94,7.94,24.5,2199.5
2/8/2024,day,3,9,wntr,5,out,co2,22.9,34.91,112.4,7.96,7.91,7.91,24.4,2197.5
2/8/2024,day,3,9,wntr,6,out,co2,22.8,34.91,112,7.96,7.95,7.96,24.5,2198.3
2/8/2024,day,3,9,wntr,NA,in,lta,NA,NA,NA,NA,NA,NA,24.7,2136.7
2/8/2024,day,3,9,wntr,7,out,lta,22.9,34.91,115.2,8.15,8.04,8.05,24.5,2117.5
2/8/2024,day,3,9,wntr,8,out,lta,22.9,34.92,114.1,8.08,8.08,8.08,24.8,2114.9
2/8/2024,day,3,9,wntr,9,out,lta,22.9,34.91,111.7,7.92,8.03,8.03,24.7,2117.8
2/8/2024,day,3,9,wntr,NA,in,c,NA,NA,NA,NA,NA,NA,24.7,2217
2/8/2024,day,3,9,wntr,10,out,c,22.8,34.92,112.7,8.01,8.19,8.19,24.5,2198.5
2/8/2024,day,3,9,wntr,11,out,c,22.9,34.91,114.9,8.16,8.18,8.18,24.8,2199.4
2/8/2024,day,3,9,wntr,12,out,c,22.9,34.92,115.4,8.17,8.2,8.2,24.7,2199
