"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1085 0.0855906981273248 2 13 "GO:0001522" "pseudouridine synthesis" 0.30793345153327
-394 0.000150121592636043 2 513 "GO:0001558;GO:0030307;GO:0010769;GO:0022604;GO:0030516;GO:0061387;GO:0050770;GO:0010770;GO:0045773;GO:0050772" "regulation of cell morphogenesis" 0.00478887880508977
-451 1.37301471424437e-06 2 647 "GO:0001654;GO:0007423;GO:0048749;GO:0001745;GO:0048592;GO:0090596" "sensory organ development" 0.000131397508153186
-256 0.0318824655078712 5 381 "GO:0001700;GO:0016331;GO:0022612;GO:0035272;GO:0007431;GO:0007435;GO:0007391" "morphogenesis of embryonic epithelium" 0.187187236141305
-184 0.0396106662970386 3 712 "GO:0001709;GO:0045165;GO:0009953;GO:0045995;GO:0048546;GO:0048565;GO:0055123" "cell fate commitment" 0.212962964304865
-281 0.202533106126819 2 108 "GO:0001738;GO:0035316;GO:0035317;GO:0001736;GO:0007164;GO:0001737" "morphogenesis of a polarized epithelium" 0.49319871003018
-477 0.0081731059852529 4 162 "GO:0001751;GO:0001754;GO:0046530;GO:0042051;GO:0042462;GO:0042461;GO:0042052" "photoreceptor cell differentiation" 0.0760209246701131
-295 0.202536147379165 2 98 "GO:0001752;GO:0042706;GO:0046552;GO:0060581;GO:0048859;GO:0060582;GO:0007464;GO:0042067;GO:0048056;GO:0016318;GO:0008052;GO:0010160;GO:0016360" "cell fate commitment involved in pattern specification" 0.49319871003018
112 0.521417329872237 3 172 "GO:0001755;GO:0090497;GO:0014031;GO:0014032;GO:0048864;GO:0014033;GO:0048701;GO:0048704;GO:0048703;GO:0048706;GO:1904888" "embryonic skeletal system development" 0.793108146872348
-81 0.630047370363014 2 185 "GO:0001756;GO:0030326;GO:0035108;GO:0035113;GO:0042733;GO:0060173;GO:0061053" "limb development" 0.852770770125074
-212 0.00718184958435194 2 941 "GO:0001763;GO:0048754;GO:0061138;GO:0048762;GO:0048863;GO:0060485;GO:2000027;GO:0007369;GO:0007498;GO:0001704;GO:0001707;GO:0048332;GO:0001501;GO:0001525;GO:0001568;GO:0001944;GO:0048514;GO:0048705;GO:0050678;GO:0050679;GO:0051216;GO:0061448;GO:1905330;GO:0060348" "vasculature development" 0.0687303005222481
345 0.258058486837149 3 56 "GO:0001824;GO:0001825;GO:0001829" "blastocyst development" 0.559135972801069
-34 0.950360173244624 3 17 "GO:0001832;GO:0001833" "blastocyst growth" 0.98549196532563
-271 0.0153375398728227 3 439 "GO:0001838;GO:0072175;GO:0035148;GO:0021953;GO:0001947;GO:0003143;GO:0007368;GO:0009855;GO:0009799;GO:0035050;GO:0061371;GO:0021915;GO:0001841;GO:0001843;GO:0060606;GO:0014020;GO:0021510" "specification of symmetry" 0.116550189345427
-200 0.666541039143499 6 24 "GO:0001845;GO:0090382;GO:0090385;GO:0090386" "phagosome maturation" 0.873143497793568
-132 0.238235638955432 3 438 "GO:0001889;GO:0048732;GO:0061008" "gland development" 0.536022845084276
-198 0.402171384901787 2 94 "GO:0001890;GO:0001892;GO:0060674;GO:0060706;GO:0060711;GO:0060716" "placenta development" 0.69850819482942
-862 0.00641767065446684 2 52 "GO:0001895;GO:0045494" "retina homeostasis" 0.0653373491098379
