"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
928 0.0615527868521903 3 16 "GO:0003841;GO:0016411" "acylglycerol O-acyltransferase activity" 0.327738134637181
-144 0.84838228368478 2 7 "GO:0003857" "(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity" 0.955142182865996
105 0.761817102664979 2 33 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.927943831120116
499 0.219091087398233 6 24 "GO:0003899" "DNA-directed RNA polymerase activity" 0.561940684002162
145 0.808669989447734 2 11 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.939779107652059
1403 0.0834803914232596 4 6 "GO:0003909" "DNA ligase activity" 0.353418630795181
1567 0.0775261820840177 5 5 "GO:0003910" "DNA ligase (ATP) activity" 0.342873526948903
573 0.000334138423562519 6 158 "GO:0003924" "GTPase activity" 0.010750903778124
-491 0.372959416316473 3 13 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.720718872071022
-232 0.640332496810617 5 16 "GO:0003950" "NAD+ poly-ADP-ribosyltransferase activity" 0.874849175578837
1265 0.00117406165846349 4 26 "GO:0003954" "NADH dehydrogenase activity" 0.0265090763937283
62 0.933766909665 2 7 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.977834021756595
193 0.78369012449635 4 8 "GO:0003993" "acid phosphatase activity" 0.930254454151524
-86 0.880704240222469 4 12 "GO:0003995;GO:0052890" "oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor" 0.963343893957535
-1033 0.118627356752788 2 9 "GO:0004000" "adenosine deaminase activity" 0.413749073552407
-2121 0.0168857701132757 3 5 "GO:0004016" "adenylate cyclase activity" 0.15522847239847
108 0.863411435765071 2 10 "GO:0004017" "AMP kinase activity" 0.960376264697289
145 0.817521896663165 2 10 "GO:0004022" "alcohol dehydrogenase (NAD+) activity" 0.944479964995955
588 0.326272652314042 3 11 "GO:0004029;GO:0004030" "aldehyde dehydrogenase (NAD+) activity" 0.683897237016567
-124 0.836479378971993 -1 11 "GO:0004033" "obsolete aldo-keto reductase (NADPH) activity" 0.947974514036459
-1354 0.0710610685131768 2 7 "GO:0004035" "alkaline phosphatase activity" 0.337474520946341
191 0.773215977864198 3 9 "GO:0004040" "amidase activity" 0.928208039813397
1186 0.143466124802478 2 6 "GO:0004051" "arachidonate 5-lipoxygenase activity" 0.450343664928754
-1137 0.105103294378611 2 8 "GO:0004062" "aryl sulfotransferase activity" 0.39552029200372
796 0.183733038728154 3 11 "GO:0004064" "arylesterase activity" 0.508525636221794
-692 0.192206934065852 3 14 "GO:0004065" "arylsulfatase activity" 0.520289574322242
413 0.610023971534527 5 6 "GO:0004067" "asparaginase activity" 0.856689218755558
1028 0.0859978791398419 4 11 "GO:0004089" "carbonate dehydratase activity" 0.355881898562625
30 0.968678406152152 2 7 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.988271182255636
-905 0.307969883603686 2 5 "GO:0004100" "chitin synthase activity" 0.663596683793677
-1340 0.0193900421516471 4 12 "GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.1697617976134
-1570 0.0124212753193275 5 10 "GO:0004114" "3',5'-cyclic-nucleotide phosphodiesterase activity" 0.1343376582855
-1187 0.113633127865015 6 7 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.404507052369051
2592 0.000221971549405929 3 8 "GO:0004129;GO:0015002;GO:0016675;GO:0016676" "oxidoreductase activity, acting on a heme group of donors" 0.00816221097386945
-1325 0.0773619084017584 2 7 "GO:0004143" "ATP-dependent diacylglycerol kinase activity" 0.342873526948903
395 0.656056044957658 2 5 "GO:0004169" "dolichyl-phosphate-mannose-protein mannosyltransferase activity" 0.884569183248648
-107 0.495636424010444 2 164 "GO:0004175" "endopeptidase activity" 0.795366680425737
-704 0.0389028633012954 3 34 "GO:0004177" "aminopeptidase activity" 0.253977964040623
-58 0.878715398309654 2 27 "GO:0004180" "carboxypeptidase activity" 0.962473802233638
-448 0.325318885537641 2 19 "GO:0004181" "metallocarboxypeptidase activity" 0.683897237016567
329 0.639286518788646 2 8 "GO:0004185" "serine-type carboxypeptidase activity" 0.874788808910557
601 0.27543756366532 3 13 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.631798998374984
-617 0.0174127899291404 3 59 "GO:0004197" "cysteine-type endopeptidase activity" 0.157818736892984
-276 0.602650388997686 2 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.854931542489136
164 0.607713038128906 2 39 "GO:0004222" "metalloendopeptidase activity" 0.856074911832785
-206 0.465168574485543 3 50 "GO:0004252" "serine-type endopeptidase activity" 0.771973850960511
279 0.59955329983901 2 14 "GO:0004300" "enoyl-CoA hydratase activity" 0.854931542489136
1504 0.0901005999979347 4 5 "GO:0004301;GO:0016803" "ether hydrolase activity" 0.364652428293528
866 0.329415019865837 5 5 "GO:0004303" "estradiol 17-beta-dehydrogenase [NAD(P)+] activity" 0.687126629768772
-1474 0.049391057277153 2 7 "GO:0004308;GO:0016997" "exo-alpha-sialidase activity" 0.294288382943037
70 0.931506081668396 5 6 "GO:0004312" "fatty acid synthase activity" 0.97721689230131
-1025 0.247991000817856 2 5 "GO:0004348" "glucosylceramidase activity" 0.597686176128428
199 0.728063416219834 4 12 "GO:0004364" "glutathione transferase activity" 0.922677907177815
-2131 5.95160620137137e-05 2 14 "GO:0004383" "guanylate cyclase activity" 0.0031915488254854
-2229 0.00296962851955982 2 7 "GO:0004385" "GMP kinase activity" 0.0547525036124756
131 0.475285387063966 2 119 "GO:0004386;GO:0120545" "nucleic acid conformation isomerase activity" 0.779225851148184
348 0.469586345532553 2 17 "GO:0004402" "histone acetyltransferase activity" 0.776747564057489
-732 0.0436578790058778 2 30 "GO:0004407;GO:0033558" "protein lysine deacetylase activity" 0.276212027521518
-1112 0.138137216004408 6 7 "GO:0004435" "phosphatidylinositol-4,5-bisphosphate phospholipase C activity" 0.443797656802753
-249 0.677082167325018 2 11 "GO:0004438;GO:0052744" "phosphatidylinositol-3-phosphate phosphatase activity" 0.896506943772941
1275 0.150940498613828 3 5 "GO:0004439" "phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity" 0.461426179847973
504 0.501644759526043 2 7 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 0.802008454049711
-1133 0.162128042333466 4 6 "GO:0004457" "lactate dehydrogenase activity" 0.478575207530208
-40 0.949443340828913 6 10 "GO:0004465" "lipoprotein lipase activity" 0.981472754736394
203 0.702386622688704 2 14 "GO:0004467;GO:0120515" "fatty acid-CoA ligase activity" 0.908757934133886
554 0.53294883150101 5 5 "GO:0004468" "L-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor" 0.821730658898271
-278 0.243754460765947 3 70 "GO:0004497" "monooxygenase activity" 0.591909416992026
-561 0.424122554573542 5 8 "GO:0004498;GO:0005503;GO:0008403;GO:0019841;GO:0031073;GO:0061896;GO:0061897;GO:0061898;GO:0061899;GO:1904768" "calcidiol 1-monooxygenase activity" 0.751634273025897
-640 0.361777379013949 5 8 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 0.713655313535113
-1243 0.125123784664512 2 6 "GO:0004500" "dopamine beta-monooxygenase activity" 0.423816135661364
200 0.206706781616082 2 160 "GO:0004518" "nuclease activity" 0.545146778565364
108 0.604503793573146 4 91 "GO:0004519" "endonuclease activity" 0.854931542489136
242 0.436598302521995 2 41 "GO:0004520" "DNA endonuclease activity" 0.757201847241979
-13 0.961084371569236 2 53 "GO:0004521" "RNA endonuclease activity" 0.984532254711742
-354 0.592429632813697 4 9 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.849061177540343
131 0.8716965808952 5 6 "GO:0004526" "ribonuclease P activity" 0.96115533623924
205 0.37966647081067 2 73 "GO:0004527" "exonuclease activity" 0.727129089186506
-151 0.698316098711738 4 26 "GO:0004529;GO:0016895" "DNA exonuclease activity, producing 5'-phosphomonoesters" 0.908757934133886
-153 0.765826356890489 2 15 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.928208039813397
139 0.584691141481047 2 61 "GO:0004536" "DNA nuclease activity" 0.841719797635467
292 0.151804967460026 4 96 "GO:0004540" "RNA nuclease activity" 0.462969178011975
-624 0.257615292237776 2 13 "GO:0004549" "tRNA-specific ribonuclease activity" 0.610195333550635
-1072 0.0515339709288768 3 13 "GO:0004550" "nucleoside diphosphate kinase activity" 0.301391415423356
-208 0.76661726283954 6 8 "GO:0004551" "dinucleotide phosphatase activity" 0.928208039813397
-870 0.000118488408668328 3 78 "GO:0004553" "hydrolase activity, hydrolyzing O-glycosyl compounds" 0.00540920376149801
-1012 0.0773649112324254 6 12 "GO:0004559" "alpha-mannosidase activity" 0.342873526948903
-989 0.18760595277645 2 7 "GO:0004560;GO:0015928" "alpha-L-fucosidase activity" 0.516326105333329
-1329 0.00957952653450476 2 15 "GO:0004565" "beta-galactosidase activity" 0.109104873008032
-1702 0.0357322050615802 6 6 "GO:0004566;GO:0046574" "beta-glucuronidase activity" 0.241677236559504
-340 0.701625898652094 2 5 "GO:0004568" "chitinase activity" 0.908757934133886
-115 0.869763333160259 2 8 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.96115533623924
-547 0.537551127252308 5 5 "GO:0004576" "oligosaccharyl transferase activity" 0.821730658898271
415 0.58054998261228 2 7 "GO:0004596" "protein-N-terminal amino-acid acetyltransferase activity" 0.838655760454494
640 0.0645841206915205 3 33 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.330279590960966
584 0.377687104953795 2 9 "GO:0004602" "glutathione peroxidase activity" 0.724416250485148
-316 0.191186287037989 2 68 "GO:0004620" "phospholipase activity" 0.519687658537204
-164 0.705538464062154 6 21 "GO:0004622;GO:0120558" "phosphatidylcholine lysophospholipase activity" 0.908757934133886
187 0.65258704632711 4 23 "GO:0004623" "phospholipase A2 activity" 0.883154078467918
