"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","season","category","short_name"
32.4821835283397,-3.31888048818277,1.01544342756725,-3.26840511059683,0.00108155436930086,0.0353455639359213,"Montipora_capitata_HIv3___RNAseq.g25083.t1","O14522","PTPRT_HUMAN",25.223,337,218,8,58,1026,502,818,3.2e-16,84.3,1167,1441,83,"LOW","Receptor-type tyrosine-protein phosphatase T","SwissProt","Host","Summer","Other Transport","PTPRT_HUMAN"
30.6574135406644,1.49124522977719,0.456949156518213,3.26348174300165,0.00110052274627107,0.0358640028950536,"Montipora_capitata_HIv3___TS.g22430.t1","P17972","KCNAW_DROME",36.961,441,226,11,661,1896,75,492,2.73e-79,264,2058,498,60,"MEDIUM","Potassium voltage-gated channel protein Shaw","SwissProt","Host","Summer","K+ Channel","KCNAW_DROME"
359.216194875749,0.996010621571619,0.306361144750146,3.25109968623443,0.00114959541843153,0.0372008433373396,"Montipora_capitata_HIv3___RNAseq.g44445.t1","Q3ZBG9","PLS2_BOVIN",62.232,233,88,0,40,738,59,291,3.44e-97,289,741,293,94,"HIGH","Phospholipid scramblase 2","SwissProt","Host","Summer","Other Transport","PLS2_BOVIN"
11.7090506614419,-3.85205342967306,1.18706412323931,-3.24502556707839,0.0011744007888216,0.0378445330902692,"Montipora_capitata_HIv3___RNAseq.g18596.t1","Q90632","MOT3_CHICK",26.244,442,279,6,163,1368,19,453,3.5e-33,135,1455,542,83,"LOW","Monocarboxylate transporter 3","SwissProt","Host","Summer","Other Transport","MOT3_CHICK"
30.3923465943353,2.00154036886721,0.620019890582178,3.22818735216354,0.0012457735411374,0.0396468287437736,"Montipora_capitata_HIv3___RNAseq.g23366.t1","P63138","GBRB2_RAT",34.437,302,163,5,103,906,26,326,7.97e-60,204,1194,474,67,"MEDIUM","Gamma-aminobutyric acid receptor subunit beta-2","SwissProt","Host","Summer","Other Transport","GBRB2_RAT"
110.40417855221,2.07812782673787,0.652664377372747,3.18406810419656,0.00145220841248331,0.0450379535173515,"Montipora_capitata_HIv3___RNAseq.g10728.t1","A0AAD9USN4","A0AAD9USN4_ACRCE",59.314,204,66,5,28,618,1,194,7.87e-77,238,621,194,95,"HIGH","PH domain-containing protein","TrEMBL","Host","Summer","Other Transport","A0AAD9USN4_ACRCE"
451.904896574974,0.559965577440823,0.177122945673836,3.16145135973503,0.0015698503433377,0.0477883954977832,"Montipora_capitata_HIv3___RNAseq.g24143.t1","Q6GMK0","MGT4B_DANRE",50.787,508,234,4,154,1656,45,543,0,525,1677,547,90,"HIGH","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B","SwissProt","Host","Summer","Other Transport","MGT4B_DANRE"
346.096409092867,1.21224880698174,0.384629601290326,3.15173039962338,0.00162306057064563,0.0490206725291077,"Montipora_capitata_HIv3___RNAseq.g30392.t1","O70628","PDE9A_MOUSE",43.636,495,262,8,10,1476,11,494,3.44e-137,410,1596,534,92,"HIGH","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A","SwissProt","Host","Summer","Other Transport","PDE9A_MOUSE"
176.469520432201,9.25253284481508,1.10351507027076,8.38460035035579,5.08983838404704e-17,1.26968846178045e-13,"Montipora_capitata_HIv3___RNAseq.g40524.t1","Q16787","LAMA3_HUMAN",55.319,47,21,0,190,330,1263,1309,2.38e-10,59.7,351,3333,50,"LOW","Laminin subunit alpha-3","SwissProt","Host","Winter","Other Transport","LAMA3_HUMAN"
2005.87838421858,1.72456662696141,0.237605234410203,7.25811715066893,3.92515540773214e-13,4.89575911438857e-10,"Montipora_capitata_HIv3___TS.g42117.t1","Q9WVT6","CAH14_MOUSE",39.576,283,148,9,166,972,5,278,1.06e-53,184,1194,337,68,"MEDIUM","Carbonic anhydrase 14","SwissProt","Host","Winter","Carbonic Anhydrase","CAH14_MOUSE"
157.871019084633,-2.68889810964999,0.374499580358939,-7.17997629549495,6.97235067133806e-13,7.82681224611054e-10,"Montipora_capitata_HIv3___RNAseq.g13058.t1","P57788","MOT4_CHICK",25.942,451,313,10,1,1323,4,443,4.01e-35,143,2238,473,89,"LOW","Monocarboxylate transporter 4","SwissProt","Host","Winter","Other Transport","MOT4_CHICK"
51.7829751675094,3.00450678163792,0.566620188130637,5.30250570765971,1.14223894196424e-07,4.8385672615168e-05,"Montipora_capitata_HIv3___TS.g20805.t1","P20785","CO6A1_CHICK",29.843,191,102,12,220,723,824,1005,1.68e-07,55.8,828,1019,61,"LOW","Collagen alpha-1(VI) chain","SwissProt","Host","Winter","Other Transport","CO6A1_CHICK"
77.8800207877311,-2.07477885724909,0.40729614199031,-5.09403022358716,3.50530848857158e-07,0.000131162801461534,"Montipora_capitata_HIv3___RNAseq.g13056.t1","G8XYX6","MOT8_DANRE",26.562,192,135,4,4,570,317,505,8.45e-14,73.6,717,526,79,"LOW","Monocarboxylate transporter 8","SwissProt","Host","Winter","Other Transport","MOT8_DANRE"
1920.96434401003,-0.543015221431354,0.114165924576553,-4.75636862264661,1.97106411259004e-06,0.00052061600460893,"Montipora_capitata_HIv3___RNAseq.g25591.t1","Q16720","AT2B3_HUMAN",40.21,572,317,11,1951,3645,508,1061,1.24e-115,394,3864,1220,89,"HIGH","Plasma membrane calcium-transporting ATPase 3","SwissProt","Host","Winter","Ca2+ ATPase","AT2B3_HUMAN"
323.711393361859,1.75880931674748,0.380010514783481,4.62831750260806,3.68648526516385e-06,0.000940514553274928,"Montipora_capitata_HIv3___RNAseq.g9307.t1","Q9WVT6","CAH14_MOUSE",39.929,283,147,9,19,825,5,278,1.09e-54,186,1092,337,74,"MEDIUM","Carbonic anhydrase 14","SwissProt","Host","Winter","Carbonic Anhydrase","CAH14_MOUSE"
243.444553860479,-2.59006036073123,0.603190760329052,-4.29393241918743,1.75535926427474e-05,0.00375329246116496,"Montipora_capitata_HIv3___TS.g48244.t1","Q6N075","MFSD5_HUMAN",35.156,384,226,6,220,1335,26,398,9.74e-51,182,1497,450,75,"MEDIUM","Molybdate-anion transporter","SwissProt","Host","Winter","Cl- Transport","MFSD5_HUMAN"
1798.4683762682,0.604749896851412,0.141398843100735,4.27690837909174,1.89506750641871e-05,0.00397627669033706,"Montipora_capitata_HIv3___TS.g2560.t1","P23978","SC6A1_RAT",44.479,643,284,8,97,1998,1,579,0,557,2073,599,92,"HIGH","Sodium- and chloride-dependent GABA transporter 1","SwissProt","Host","Winter","Na+ Transport","SC6A1_RAT"
485.987131512836,-2.09227319220707,0.496550904914939,-4.21361268602559,2.51318109820409e-05,0.00503780614605178,"Montipora_capitata_HIv3___RNAseq.g3053.t1","Q502K3","ANR52_DANRE",27.112,1018,622,17,2950,5808,11,973,2.28e-78,287,6150,1071,64,"LOW","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C","SwissProt","Host","Winter","Other Transport","ANR52_DANRE"
424.220555718775,1.22126218741236,0.305632797022572,3.99584795646837,6.44630982289027e-05,0.0106416251348316,"Montipora_capitata_HIv3___RNAseq.g44252.t1","H1AFJ5","SCNNA_NEOFS",27.419,558,332,16,148,1671,23,557,1.09e-55,202,1716,655,89,"LOW","Epithelial sodium channel subunit alpha","SwissProt","Host","Winter","Na+ Transport","SCNNA_NEOFS"
168.603837185546,-1.08868807947773,0.278055227997176,-3.9153663368228,9.02670424536089e-05,0.0140735095147637,"Montipora_capitata_HIv3___RNAseq.g35621.t1","P98069","BMPH_STRPU",32.804,189,111,8,2401,2937,288,470,4.15e-18,95.1,7650,639,7,"LOW","Bone morphogenetic protein 1 homolog","SwissProt","Host","Winter","Other Transport","BMPH_STRPU"
163.025285868673,-2.34370649235345,0.613252489127987,-3.82176433671893,0.000132500282682774,0.0195355568952092,"Montipora_capitata_HIv3___RNAseq.g13057.t1","P57788","MOT4_CHICK",25.771,454,315,10,40,1371,17,458,1.53e-37,146,1419,473,94,"LOW","Monocarboxylate transporter 4","SwissProt","Host","Winter","Other Transport","MOT4_CHICK"
135.972796051204,2.0470012116824,0.543564130707863,3.76588721742301,0.000165958699126521,0.0231424767334753,"Montipora_capitata_HIv3___RNAseq.34213_t","O15247","CLIC2_HUMAN",30.769,234,138,3,19,663,12,240,3.35e-16,78.6,696,247,93,"MEDIUM","Chloride intracellular channel protein 2","SwissProt","Host","Winter","Cl- Transport","CLIC2_HUMAN"
1278.82221487538,0.635217212926258,0.169795316612302,3.74107617100338,0.000183233972071369,0.0249320357998442,"Montipora_capitata_HIv3___RNAseq.g401.t1","O46392","CO1A2_CANLF",35.429,350,199,7,5014,6024,1030,1365,1.21e-59,231,6030,1366,60,"MEDIUM","Collagen alpha-2(I) chain","SwissProt","Host","Winter","Other Transport","CO1A2_CANLF"
23.0747751507874,3.49197750158172,0.935633263882665,3.73220751802988,0.000189809028702297,0.0256710994180438,"Montipora_capitata_HIv3___RNAseq.g41558.t1","B3EWY6","SAAR1_ACRMI",38.532,109,63,3,133,456,113,218,7.49e-15,76.3,711,386,46,"LOW","Skeletal aspartic acid-rich protein 1","SwissProt","Host","Winter","Other Transport","SAAR1_ACRMI"
102.316191155259,1.84234620037434,0.507330609724116,3.63145090215668,0.00028183228013766,0.0347033625444896,"Montipora_capitata_HIv3___RNAseq.g40556.t1","Q64605","PTPRS_RAT",27.813,791,474,32,76,2343,162,890,1.4e-45,181,2451,1907,94,"LOW","Receptor-type tyrosine-protein phosphatase S","SwissProt","Host","Winter","Other Transport","PTPRS_RAT"
2388.27436156648,0.551454516755346,0.153287936041533,3.59750761211849,0.000321281096144974,0.0375681348414104,"Montipora_capitata_HIv3___RNAseq.g24595.t1","P54289","CA2D1_HUMAN",29.58,1119,669,33,97,3261,33,1096,1.95e-139,451,3273,1103,97,"LOW","Voltage-dependent calcium channel subunit alpha-2/delta-1","SwissProt","Host","Winter","Ca2+ Channel","CA2D1_HUMAN"
115.007400634442,4.93482700656761,1.37921847092457,3.57798790445395,0.00034624947074255,0.0390635520986984,"Montipora_capitata_HIv3___TS.g47223.t1","O73853","CP17A_ICTPU",37.166,487,298,4,43,1494,18,499,5.8e-109,336,1500,514,97,"MEDIUM","Steroid 17-alpha-hydroxylase/17,20 lyase","SwissProt","Host","Winter","Other Transport","CP17A_ICTPU"
9450.98520222862,-0.986791333095719,0.280330674095964,-3.52009760001475,0.000431388026496185,0.046562945109932,"Montipora_capitata_HIv3___TS.g32593.t2","Q5FWH7","S39AC_MOUSE",31.177,603,318,19,421,2157,158,687,6.22e-56,206,2175,689,80,"MEDIUM","Zinc transporter ZIP12","SwissProt","Host","Winter","Other Transport","S39AC_MOUSE"
278.393772885643,-1.73134810070536,0.495583022568952,-3.49355813629486,0.000476629192779433,0.0497711721260049,"Montipora_capitata_HIv3___RNAseq.g44050.t1","Q7T2B9","MTPN_DANRE",40.449,89,52,1,385,651,6,93,7.95e-14,69.3,732,118,36,"LOW","Myotrophin","SwissProt","Host","Winter","Other Transport","MTPN_DANRE"
220.130773135189,-1.72386026252321,0.15920154342823,-10.8281630027058,2.53183544475616e-27,7.34384189105973e-23,"SCF082_s2_g130","A0ABP0KE98","A0ABP0KE98_9DINO",100,160,0,0,1,480,1,160,6.94e-103,301,483,160,99,"HIGH","Sugar phosphate/phosphate translocator","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0KE98_9DINO"
254.679516396186,-0.75976059558564,0.143709267764003,-5.28678913619759,1.2448199194053e-07,0.000648134826711435,"SCF082_s2419_g34880","Q90744","NAGAB_CHICK",44.889,225,73,6,733,1323,1,202,2.93e-66,171,1721,405,56,"MEDIUM","Alpha-N-acetylgalactosaminidase","SwissProt","Symbiont","Winter","Other Transport","NAGAB_CHICK"
137.122667415585,1.34008856258453,0.265137354603093,5.0543182215521,4.31930918654682e-07,0.00104404901887481,"SCF082_s2714_g36669","A0ABP0M3P6","A0ABP0M3P6_9DINO",100,896,0,0,1,2688,1,896,0,1521,2691,896,99,"HIGH","Sodium channel protein 60E (Drosophila ion channel 60) (Drosophila sodium channel 1) (Protein smell-impaired 60E) (Sodium channel 2) (DmNav2)","TrEMBL","Symbiont","Winter","Na+ Transport","A0ABP0M3P6_9DINO"
1120.51444350399,0.52505267599977,0.105598141135032,4.97217725952548,6.62051282629274e-07,0.0013716756788532,"SCF082_s326_g10224","A0ABP0MZ80","A0ABP0MZ80_9DINO",100,396,0,0,1,1188,1,396,0,716,1191,396,99,"HIGH","Autophagy-related protein 18a","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0MZ80_9DINO"
790.838999845928,0.62080953463592,0.131265960491029,4.72940229373744,2.25181791965981e-06,0.00271977951179678,"SCF082_s2772_g37083","Q9C8G9","AB1C_ARATH",25.659,1025,622,40,745,3642,275,1218,1.19e-64,245,3807,1622,76,"LOW","ABC transporter C family member 1","SwissProt","Symbiont","Winter","Other Transport","AB1C_ARATH"
174.911191689514,0.89975491470378,0.19323239120438,4.65633587151607,3.21886662092991e-06,0.00281209928447775,"SCF082_s178_g6533","Q96L42","KCNH8_HUMAN",24.259,371,222,14,430,1449,210,552,5.83e-08,60.1,2025,1107,50,"LOW","Voltage-gated delayed rectifier potassium channel KCNH8","SwissProt","Symbiont","Winter","K+ Channel","KCNH8_HUMAN"
245.532256350334,0.758290330322948,0.163137526138076,4.64816617165782,3.34899077175555e-06,0.00281209928447775,"SCF082_s597_g15701","A0ABP0QUY4","A0ABP0QUY4_9DINO",100,1171,0,0,1,3513,1,1171,0,2378,3516,1171,99,"HIGH","Ephrin_rec_like domain-containing protein","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0QUY4_9DINO"
234.923246279368,0.794616581723201,0.175616533549607,4.52472535280253,6.04739858205046e-06,0.00438527108177389,"SCF082_s1308_g25717","A0ABP0L1L6","A0ABP0L1L6_9DINO",100,585,0,0,1,1755,1,585,0,1092,1758,585,99,"HIGH","Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5)","TrEMBL","Symbiont","Winter","Na+ Transport","A0ABP0L1L6_9DINO"
176.209281768297,1.10763189403869,0.245501397623906,4.51171319087772,6.4306104146244e-06,0.0045115600966352,"SCF082_s234_g7964","O88427","CAC1H_MOUSE",24.468,282,171,11,586,1410,781,1027,4.06e-09,63.9,1824,2365,45,"LOW","Voltage-dependent T-type calcium channel subunit alpha-1H","SwissProt","Symbiont","Winter","Ca2+ Channel","CAC1H_MOUSE"
170.481267870908,0.873593415911138,0.199727162755319,4.37393393997869,1.22027319231214e-05,0.00583260088391211,"SCF082_s179_g6562","Q96L42","KCNH8_HUMAN",24.259,371,222,15,430,1449,210,552,6.92e-08,60.1,2025,1107,50,"LOW","Voltage-gated delayed rectifier potassium channel KCNH8","SwissProt","Symbiont","Winter","K+ Channel","KCNH8_HUMAN"
91.3941787145196,1.20304337512976,0.275119383997407,4.3728048443911,1.22660364724071e-05,0.00583260088391211,"SCF082_s4926_g43716","Q9SQN2","FBT3_ARATH",31.217,189,118,3,343,909,271,447,1.49e-17,87,1029,497,55,"MEDIUM","Probable folate-biopterin transporter 3","SwissProt","Symbiont","Winter","Other Transport","FBT3_ARATH"
630.481397938763,0.535615479061124,0.124800370793902,4.29177794628232,1.77248154831185e-05,0.00790963073697439,"SCF082_s536_g14548","O15865","CDPK2_PLAFK",33.813,278,171,4,1846,2673,65,331,1.85e-46,178,3282,513,25,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Winter","Ca2+ Signaling","CDPK2_PLAFK"
276.730783921963,0.667943700189014,0.15638253635551,4.2712166956453,1.94409387061743e-05,0.0082927039428131,"SCF082_s1725_g29635","A0ABP0JPD7","A0ABP0JPD7_9DINO",100,851,0,0,1,2553,1,851,0,1609,2556,851,99,"HIGH","Potassium channel GORK (Fragment)","TrEMBL","Symbiont","Winter","K+ Channel","A0ABP0JPD7_9DINO"
47.9212580985413,1.85621706587079,0.435864907848625,4.25869812514352,2.05620926866561e-05,0.00845567262606107,"SCF082_s251_g8498","A0ABP0LM70","A0ABP0LM70_9DINO",100,132,0,0,1,396,1,132,1.08e-77,235,399,132,99,"HIGH","Alpha-amylase type B isozyme","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0LM70_9DINO"
178.08391580568,0.820072868433259,0.195323872106904,4.19852862626243,2.68654895931153e-05,0.00987515759654948,"SCF082_s292_g9467","C9D7C2","CAC1A_APIME",23.562,365,218,16,505,1476,880,1224,2.32e-07,58.2,1770,1904,55,"LOW","Voltage-dependent calcium channel type A subunit alpha-1","SwissProt","Symbiont","Winter","Ca2+ Channel","CAC1A_APIME"
1518.41940808986,0.40907617225345,0.101886314779621,4.01502569936186,5.94393177407924e-05,0.015995005028341,"SCF082_s2992_g38221","O15865","CDPK2_PLAFK",35.255,451,264,10,2797,4098,67,506,1.24e-74,262,5562,513,48,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Winter","Ca2+ Signaling","CDPK2_PLAFK"
92.8930843448332,1.09329385233139,0.280114815660776,3.9030204445001,9.49996746876361e-05,0.0196825754570684,"SCF082_s1249_g25023","P39665","SPHX_SYNE7",23.385,325,166,8,169,1137,29,272,1.94e-13,77,4380,337,22,"LOW","Protein SphX","SwissProt","Symbiont","Winter","Other Transport","SPHX_SYNE7"
843.238975146185,0.53097726695639,0.137549120447207,3.86027380785896,0.000113260040937378,0.0229735716603468,"SCF082_s299_g9642","A0ABP0MIB5","A0ABP0MIB5_9DINO",100,1187,0,0,1,3561,1,1187,0,2308,3564,1187,99,"HIGH","Probable outer membrane protein PmpA (Polymorphic membrane protein A)","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0MIB5_9DINO"
153.114065944966,0.980356346091342,0.254856406568741,3.84670081199986,0.000119719013301651,0.0239487565505357,"SCF082_s223_g7737","O15865","CDPK2_PLAFK",26.852,324,186,13,451,1368,31,321,9.59e-24,109,2373,513,39,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Winter","Ca2+ Signaling","CDPK2_PLAFK"
237.08575377856,0.669694434718732,0.174379104856015,3.84045115538183,0.000122808406484796,0.0241039320707458,"SCF082_s150_g5717","Q8H569","AKT3_ORYSJ",21.053,494,336,17,562,1965,30,495,1.43e-11,72,2286,907,61,"LOW","Potassium channel AKT3","SwissProt","Symbiont","Winter","K+ Channel","AKT3_ORYSJ"
6948.42142289128,-0.399146392066149,0.104632755139353,-3.81473651854579,0.000136328311512801,0.0255829973271484,"SCF082_s28126_g52378","P51874","PCP_SYMSP",85.577,104,15,0,1,312,262,365,1.07e-45,153,315,365,99,"HIGH","Peridinin-chlorophyll a-binding protein, chloroplastic","SwissProt","Symbiont","Winter","Other Transport","PCP_SYMSP"
620.77246702784,0.520805152847818,0.137024694889748,3.80081235186741,0.000144222491998053,0.0259612133956725,"SCF082_s19_g925","A0ABP0K7D3","A0ABP0K7D3_9DINO",100,559,0,0,1,1677,1,559,0,1046,1680,559,99,"HIGH","MFS-type efflux pump MSMEG_3705","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0K7D3_9DINO"
430.369711147113,0.57554246288949,0.151358128607738,3.80252100223224,0.000143231119962035,0.0259612133956725,"SCF082_s92_g3945","P44429","ALF_HAEIN",56.897,348,148,2,349,1389,8,354,6.64e-135,419,3765,359,28,"LOW","Fructose-bisphosphate aldolase","SwissProt","Symbiont","Winter","Other Transport","ALF_HAEIN"
148.003249443539,0.909421924744222,0.241947078677536,3.7587638161,0.000170754930207149,0.0277567579584939,"SCF082_s159_g5966","Q5XF09","PT311_ARATH",26.752,157,101,3,1,441,156,308,5.21e-11,64.3,630,308,70,"LOW","Probable sugar phosphate/phosphate translocator At3g11320","SwissProt","Symbiont","Winter","Other Transport","PT311_ARATH"
252.656971933417,0.663862429317851,0.177207440590924,3.74624466728995,0.000179501526983968,0.0279773101875737,"SCF082_s513_g14125","Q75JF3","CLCC_DICDI",37.853,177,101,3,385,903,141,312,5.52e-09,63.9,2736,757,19,"LOW","Chloride channel protein C","SwissProt","Symbiont","Winter","Cl- Transport","CLCC_DICDI"
267.923739024059,0.527115145990936,0.140750364597803,3.74503574109508,0.000180368096430955,0.0279773101875737,"SCF082_s958_g21386","A0ABP0SN85","A0ABP0SN85_9DINO",100,703,0,0,1,2109,1,703,0,1171,2187,728,96,"HIGH","Voltage-dependent T-type calcium channel subunit alpha-1G (Voltage-gated calcium channel subunit alpha Cav3.1)","TrEMBL","Symbiont","Winter","Ca2+ Channel","A0ABP0SN85_9DINO"
9012.39160434009,-0.31152356524592,0.083577649680653,-3.72735493802756,0.000193499865151689,0.0287828568645636,"SCF082_s38480_g53257","Q40300","FCPF_MACPY",35.606,132,67,5,1,345,58,188,1.11e-11,63.2,439,211,79,"MEDIUM","Fucoxanthin-chlorophyll a-c binding protein F, chloroplastic (Fragment)","SwissProt","Symbiont","Winter","Other Transport","FCPF_MACPY"
980.058889375124,-0.376545321894978,0.10130071879161,-3.71710414680852,0.000201519386354006,0.0295215723261834,"SCF082_s697_g17573","L0E172","PHQN_PENFE",26.502,283,181,5,19,792,45,325,5.68e-32,123,807,326,96,"LOW","Methyltransferase phqN","SwissProt","Symbiont","Winter","Other Transport","PHQN_PENFE"
363.504867971816,0.572164408652958,0.154285703248385,3.70847328434461,0.000208512654706078,0.0300901396139528,"SCF082_s1403_g26653","A0ABP0IMC8","A0ABP0IMC8_9DINO",100,626,0,0,1,1878,1,626,0,1254,1881,626,99,"HIGH","Voltage-dependent T-type calcium channel subunit alpha-1H","TrEMBL","Symbiont","Winter","Ca2+ Channel","A0ABP0IMC8_9DINO"
3764.2334977855,-0.296146645230988,0.0801181792999715,-3.6963726312624,0.000218701902253614,0.0306457361196537,"SCF082_s20828_g51206","P51193","PSAF_PORPU",55,40,18,0,466,585,141,180,2.94e-08,55.1,615,185,20,"LOW","Photosystem I reaction center subunit III","SwissProt","Symbiont","Winter","Other Transport","PSAF_PORPU"
298.618965127131,0.663031879526464,0.179989031097075,3.68373492254017,0.000229841259608283,0.0317465503628469,"SCF082_s93_g3967","P44429","ALF_HAEIN",56.897,348,148,2,349,1389,8,354,1.55e-138,419,2634,359,40,"LOW","Fructose-bisphosphate aldolase","SwissProt","Symbiont","Winter","Other Transport","ALF_HAEIN"
8657.36759699347,-0.280456348947761,0.076280291239003,-3.67665545571961,0.000236311869723903,0.0321805732075659,"SCF082_s6009_g44918","P51874","PCP_SYMSP",86.923,130,17,0,1,390,236,365,1.57e-65,206,393,365,99,"HIGH","Peridinin-chlorophyll a-binding protein, chloroplastic","SwissProt","Symbiont","Winter","Other Transport","PCP_SYMSP"
168.328579439253,0.837219321156172,0.231695109254614,3.6134527131349,0.000302146479713043,0.0377761240972263,"SCF082_s174_g6404","A0ABP0JR97","A0ABP0JR97_9DINO",100,469,0,0,1,1407,1,469,0,894,1410,469,99,"HIGH","Sodium channel protein type 11 subunit alpha (NaN) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9)","TrEMBL","Symbiont","Winter","Na+ Transport","A0ABP0JR97_9DINO"
234.474691774725,0.601407760053117,0.16663472219704,3.6091383123739,0.000307215786433353,0.0381862779060948,"SCF082_s2258_g33722","P96202","PPSC_MYCTU",31.589,535,333,12,3247,4788,1456,1978,8.66e-57,222,4788,2188,55,"MEDIUM","Phenolphthiocerol/phthiocerol polyketide synthase subunit C","SwissProt","Symbiont","Winter","Other Transport","PPSC_MYCTU"
864.82983365631,0.456520527837208,0.126831263540794,3.59943215176102,0.000318912825940395,0.0388671656690214,"SCF082_s3531_g40619","A0ABP0NEP4","A0ABP0NEP4_9DINO",100,606,0,0,1,1818,1,606,0,1159,1821,606,99,"HIGH","Voltage-dependent N-type calcium channel subunit alpha-1B (Fragment)","TrEMBL","Symbiont","Winter","Ca2+ Channel","A0ABP0NEP4_9DINO"
466.661612602531,0.453510295720573,0.126238259180822,3.59249484794441,0.000327527131898023,0.0397500083172973,"SCF082_s1311_g25754","Q9H252","KCNH6_HUMAN",22.043,372,238,6,85,1095,241,595,1.15e-11,71.2,1515,958,67,"LOW","Voltage-gated inwardly rectifying potassium channel KCNH6","SwissProt","Symbiont","Winter","K+ Channel","KCNH6_HUMAN"
955.19785262538,-0.392440440546308,0.109739122199142,-3.57612155703372,0.000348729545327896,0.0417985503792601,"SCF082_s163_g6099","Q7XY82","PSBU_GRIJA",54.945,91,41,0,280,552,63,153,7.75e-32,115,555,153,49,"LOW","Photosystem II extrinsic protein U, chloroplastic","SwissProt","Symbiont","Winter","Other Transport","PSBU_GRIJA"
8325.38955676257,-0.265333123886268,0.0745779669446495,-3.55779508019029,0.000373980879356876,0.0437406830105868,"SCF082_s36642_g53145","P41203","EF1A_DESMO",34.591,159,102,2,28,504,274,430,1.57e-24,102,546,438,87,"MEDIUM","Elongation factor 1-alpha","SwissProt","Symbiont","Winter","Other Transport","EF1A_DESMO"
1273.05443751795,-0.362375662001931,0.10213898577265,-3.54786822348658,0.000388362472812478,0.0447017535174554,"SCF082_s43423_g53489","O96423","G3PG_CRIFA",82.759,116,20,0,1,348,229,344,2.96e-66,206,348,361,100,"HIGH","Glyceraldehyde-3-phosphate dehydrogenase, glycosomal","SwissProt","Symbiont","Winter","Other Transport","G3PG_CRIFA"
396.762479139492,-0.4664275130288,0.132690823987542,-3.51514520003728,0.000439513611250669,0.0479268113080334,"SCF082_s578_g15429","H3ZPL1","ARAT1_THELN",29.63,162,93,5,1,432,249,407,1.36e-10,61.6,441,417,98,"LOW","Aromatic-amino-acid aminotransferase 1","SwissProt","Symbiont","Winter","Other Transport","ARAT1_THELN"
