"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","season","category","short_name"
472.280154549877,-1.17674994168092,0.315608676874194,-3.72850947361625,0.000192615669086328,0.00879522734039447,"Montipora_capitata_HIv3___TS.g40633.t1","A6NMZ7","CO6A6_HUMAN",24.917,1200,801,34,571,3996,27,1184,1.95e-57,228,23757,2263,99,"LOW","Collagen alpha-6(VI) chain","SwissProt","Host","Summer","Other Transport","CO6A6_HUMAN"
1304.55584693552,-0.529510126574535,0.142142372231158,-3.72520957869917,0.000195153017071767,0.00885925963525562,"Montipora_capitata_HIv3___RNAseq.g14155.t1","Q6AZN8","ZNT6A_XENLA",54.545,330,148,1,280,1269,11,338,9.55e-114,346,1431,464,69,"HIGH","Zinc transporter 6-A","SwissProt","Host","Summer","Other Transport","ZNT6A_XENLA"
187.503447013313,0.872374747608656,0.2355321946162,3.70384502649496,0.00021235601850908,0.00956429981998497,"Montipora_capitata_HIv3___RNAseq.g40162.t1","Q9Z0U4","GABR1_RAT",27.44,707,444,19,88,2139,169,829,8.85e-58,216,2322,960,88,"LOW","Gamma-aminobutyric acid type B receptor subunit 1","SwissProt","Host","Summer","Other Transport","GABR1_RAT"
230.821559214783,0.883054727750774,0.240114703855961,3.67763703584141,0.000235404612675562,0.0104596607228247,"Montipora_capitata_HIv3___RNAseq.g26562.t1","Q8RB32","GDPD_CALS4",33.889,180,109,4,157,696,2,171,8.37e-19,88.2,1155,243,47,"LOW","Glycerophosphodiester phosphodiesterase","SwissProt","Host","Summer","Other Transport","GDPD_CALS4"
2438.73419993217,1.45897127000211,0.398372459045385,3.66232965375725,0.00024993194673319,0.0109368894493757,"Montipora_capitata_HIv3___TS.g32593.t2","Q5FWH7","S39AC_MOUSE",31.177,603,318,19,421,2157,158,687,6.22e-56,206,2175,689,80,"MEDIUM","Zinc transporter ZIP12","SwissProt","Host","Summer","Other Transport","S39AC_MOUSE"
48.422584378804,3.18915425931709,0.873262968015762,3.65199759536755,0.000260208322095106,0.0112586391048828,"Montipora_capitata_HIv3___RNAseq.g47379.t1","Q99547","MPH6_HUMAN",48.352,91,42,2,1,273,75,160,1.22e-11,60.1,276,160,99,"MEDIUM","M-phase phosphoprotein 6","SwissProt","Host","Summer","Other Transport","MPH6_HUMAN"
527.064042992672,1.00431918713062,0.276048534386727,3.63819786024885,0.000274552470609812,0.0115969558198166,"Montipora_capitata_HIv3___RNAseq.g40166.t1","O88871","GABR2_RAT",29.364,613,369,15,427,2193,172,744,3.9e-64,235,2463,940,72,"LOW","Gamma-aminobutyric acid type B receptor subunit 2","SwissProt","Host","Summer","Other Transport","GABR2_RAT"
20.0079340864305,-3.62774107583397,1.00354103851194,-3.61494043254395,0.000300416688085704,0.012425443702786,"Montipora_capitata_HIv3___RNAseq.g26824.t1","Q8H569","AKT3_ORYSJ",37.624,101,60,2,1,300,538,636,4.78e-08,52.8,321,907,93,"LOW","Potassium channel AKT3","SwissProt","Host","Summer","K+ Channel","AKT3_ORYSJ"
98.9818457237965,1.79889111481468,0.502174704518468,3.58220176888365,0.000340710474542631,0.0138107289724693,"Montipora_capitata_HIv3___TS.g1358.t1","Q9Z0U4","GABR1_RAT",22.737,475,291,14,70,1335,163,614,1.28e-22,104,1353,960,94,"LOW","Gamma-aminobutyric acid type B receptor subunit 1","SwissProt","Host","Summer","Other Transport","GABR1_RAT"
232.670867569116,1.15909872327656,0.32743162399893,3.53997182410319,0.000400169752591046,0.0158592146374205,"Montipora_capitata_HIv3___RNAseq.g33449.t1","P09487","PPBT_BOVIN",48.156,488,233,8,157,1596,19,494,1.39e-146,435,1653,524,87,"HIGH","Alkaline phosphatase, tissue-nonspecific isozyme","SwissProt","Host","Summer","Other Transport","PPBT_BOVIN"
